Beginning Data Collection for Model Comparisons...,,,,,,
aruco_approx_dist.py Test Case 5,,,,,,
marker size: 45,,,,,,
calibration model: 14056*mpx^-0.952,,,,,,
-----------------------------------------,,,,,,
True Dist [mm], RS Meas Dist [mm], RS Error [%], Pixel Approx Dist Theoretical [mm], Pixel Theo Error [%], Pixel Approx Dist Calib [mm], Pixel Calib Error [%]
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,596,-0.6667,549.15,-8.4757,596.27,-0.6217
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,594,-1,541.96,-9.6732,588.84,-1.86
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,596,-0.6667,549.15,-8.4757,596.27,-0.6217
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,555.22,-7.4628,602.55,0.425
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,594,-1,549.15,-8.4757,596.27,-0.6217
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,594,-1,555.88,-7.353,603.23,0.5384
600,595,-0.8333,555.88,-7.353,603.23,0.5384
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,594,-1,555.88,-7.353,603.23,0.5384
600,596,-0.6667,555.88,-7.353,603.23,0.5384
600,595,-0.8333,555.88,-7.353,603.23,0.5384
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,555.88,-7.353,603.23,0.5384
600,594,-1,548.7,-8.5507,595.8,-0.6993
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,594,-1,548.7,-8.5507,595.8,-0.6993
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,594,-1,549.15,-8.4757,596.27,-0.6217
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
600,594,-1,541.27,-9.7882,588.13,-1.9789
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,596,-0.6667,548.7,-8.5507,595.8,-0.6993
600,594,-1,555.22,-7.4628,602.55,0.425
600,595,-0.8333,549.15,-8.4757,596.27,-0.6217
600,594,-1,548.7,-8.5507,595.8,-0.6993
600,595,-0.8333,548.7,-8.5507,595.8,-0.6993
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.11,-7.2704,699.17,-0.1192
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,637.9,-8.8719,687.65,-1.7642
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,646.89,-7.5869,696.89,-0.4438
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,647.92,-7.4395,697.95,-0.2926
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,690,-1.4286,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,638.48,-8.7885,688.25,-1.6786
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,648.66,-7.334,698.71,-0.1844
700,692,-1.1429,648.83,-7.3105,698.88,-0.1603
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,647.78,-7.4603,697.8,-0.314
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
700,692,-1.1429,648.37,-7.3758,698.41,-0.2273
700,691,-1.2857,649.26,-7.2492,699.32,-0.0975
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,789,-1.375,738.36,-7.705,790.4,-1.2002
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,788,-1.5,751.29,-6.0892,803.55,0.4437
800,789,-1.375,749.89,-6.2638,802.13,0.2659
800,787,-1.625,738.36,-7.705,790.4,-1.2002
800,787,-1.625,738.36,-7.705,790.4,-1.2002
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,789,-1.375,738.36,-7.705,790.4,-1.2002
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,788,-1.5,748.97,-6.379,801.19,0.1485
800,787,-1.625,738.36,-7.705,790.4,-1.2002
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,789,-1.375,738.36,-7.705,790.4,-1.2002
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,786,-1.75,738.36,-7.705,790.4,-1.2002
800,788,-1.5,738.36,-7.705,790.4,-1.2002
800,787,-1.625,738.36,-7.705,790.4,-1.2002
800,787,-1.625,751.29,-6.0892,803.55,0.4437
800,787,-1.625,751.29,-6.0892,803.55,0.4437
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,787,-1.625,748.97,-6.379,801.19,0.1485
800,788,-1.5,751.29,-6.0892,803.55,0.4437
800,786,-1.75,749.89,-6.2638,802.13,0.2659
800,787,-1.625,751.29,-6.0892,803.55,0.4437
800,787,-1.625,749.89,-6.2638,802.13,0.2659
800,787,-1.625,748.97,-6.379,801.19,0.1485
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,788,-1.5,737.49,-7.814,789.51,-1.3113
800,788,-1.5,739.23,-7.5957,791.29,-1.0889
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,786,-1.75,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,751.29,-6.0892,803.55,0.4437
800,787,-1.625,749.02,-6.373,801.24,0.1547
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,785,-1.875,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,732.15,-8.4809,784.05,-1.9932
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,786,-1.75,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,786,-1.75,748.57,-6.4287,800.78,0.0979
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,787,-1.625,732.99,-8.3768,784.9,-1.887
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,788,-1.5,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,786,-1.75,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,788,-1.5,749.89,-6.2638,802.13,0.2659
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,788,-1.5,750.18,-6.2278,802.42,0.3025
800,786,-1.75,747.41,-6.5733,799.61,-0.0493
800,788,-1.5,747.41,-6.5733,799.61,-0.0493
800,786,-1.75,750.36,-6.2049,802.61,0.3259
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,787,-1.625,747.41,-6.5733,799.61,-0.0493
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,788,-1.5,748.57,-6.4287,800.78,0.0979
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,787,-1.625,750.36,-6.2049,802.61,0.3259
800,788,-1.5,750.36,-6.2049,802.61,0.3259
800,787,-1.625,748.57,-6.4287,800.78,0.0979
800,788,-1.5,750.36,-6.2049,802.61,0.3259
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.13,-10.4297,859.33,-4.5191
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,837.73,-6.9191,891.36,-0.9597
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,891,-1,837.73,-6.9191,891.36,-0.9597
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,806.47,-10.3925,859.67,-4.4813
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,835.86,-7.1266,889.47,-1.17
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,835.86,-7.1266,889.47,-1.17
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,835.86,-7.1266,889.47,-1.17
900,887,-1.4444,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,835.86,-7.1266,889.47,-1.17
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,835.86,-7.1266,889.47,-1.17
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,806.47,-10.3925,859.67,-4.4813
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,806.47,-10.3925,859.67,-4.4813
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,891,-1,807.62,-10.2647,860.84,-4.3516
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,889,-1.2222,852.66,-5.2603,906.48,0.7198
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,890,-1.1111,835.86,-7.1266,889.47,-1.17
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,891,-1,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,889,-1.2222,807.62,-10.2647,860.84,-4.3516
900,889,-1.2222,852.66,-5.2603,906.48,0.7198
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,890,-1.1111,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,821.8,-8.6888,875.22,-2.7532
900,889,-1.2222,792.27,-11.9699,845.25,-6.0828
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,987,-1.3,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,930.46,-6.954,984.99,-1.5007
1000,986,-1.4,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,987,-1.3,932.63,-6.7369,987.18,-1.2819
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,930.46,-6.954,984.99,-1.5007
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,930.46,-6.954,984.99,-1.5007
1000,986,-1.4,930.46,-6.954,984.99,-1.5007
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,987,-1.3,930.46,-6.954,984.99,-1.5007
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,930.46,-6.954,984.99,-1.5007
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,930.46,-6.954,984.99,-1.5007
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,986,-1.4,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,984,-1.6,951.49,-4.8514,1006.17,0.6172
1000,986,-1.4,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,932.63,-6.7369,987.18,-1.2819
1000,984,-1.6,951.52,-4.8476,1006.17,0.6172
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1068.25,-2.886,1123.35,2.1226
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1017.24,-7.5235,1072.26,-2.5217
1100,1083,-1.5455,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
1100,1081,-1.7273,1041.81,-5.2901,1096.9,-0.2818
