Beginning Data Collection for Model Comparisons...
aruco_approx_dist.py Test Case 5
marker size: 45
off angle test - tank angled at 15deg
calibration model 14056*mpx^-0.952
-----------------------------------------
True Dist [mm], RS Meas Dist [mm], RS Error [%], Pixel Approx Dist Theoretical [mm], Pixel Theo Error [%], Pixel Approx Dist Calib [mm], Pixel Calib Error [%]
1000.00, 966.00, -3.4000, 915.74, -8.4262, 920.75, -7.9248
1000.00, 966.00, -3.4000, 915.74, -8.4262, 920.75, -7.9248
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 915.74, -8.4262, 920.75, -7.9248
1000.00, 964.00, -3.6000, 901.11, -9.8890, 906.74, -9.3256
1000.00, 966.00, -3.4000, 929.39, -7.0606, 933.82, -6.6181
1000.00, 964.00, -3.6000, 929.39, -7.0606, 933.82, -6.6181
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 966.00, -3.4000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 966.00, -3.4000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 966.00, -3.4000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 966.00, -3.4000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 964.00, -3.6000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 967.00, -3.3000, 928.60, -7.1399, 933.06, -6.6940
1000.00, 966.00, -3.4000, 915.74, -8.4262, 920.75, -7.9248
1000.00, 964.00, -3.6000, 915.74, -8.4262, 920.75, -7.9248
1000.00, 964.00, -3.6000, 929.39, -7.0606, 933.82, -6.6181
1000.00, 966.00, -3.4000, 915.74, -8.4262, 920.75, -7.9248
