----------------------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
      5,      50.0,     66.50,    253.84,     0.37240,      21.337,          9.500
      5,      50.0,     62.97,    276.24,     0.38353,      21.975,          8.996
      5,      50.0,     60.53,    280.83,     0.36835,      21.105,          8.647
      5,      50.0,     61.81,    276.10,     0.37484,      21.477,          8.831
      5,      50.0,     66.65,    253.11,     0.54295,      31.109,          9.521
      5,      50.0,     62.52,    278.25,     0.56036,      32.106,          8.931
      5,      50.0,     63.22,    270.87,     0.51156,      29.310,          9.031
      5,      50.0,     60.01,    282.21,     0.52328,      29.982,          8.572
      5,      50.0,     65.95,    255.79,     0.59620,      34.160,          9.421
      5,      50.0,     62.32,    279.12,     0.63707,      36.501,          8.903
      5,      50.0,     63.67,    269.24,     0.58800,      33.690,          9.095
      5,      50.0,     60.58,    279.13,     0.61073,      34.992,          8.655
      5,      50.0,     66.35,    254.22,     0.64940,      37.208,          9.479
      5,      50.0,     64.13,    267.55,     0.64651,      37.043,          9.162
      5,      50.0,     62.08,    280.01,     0.72799,      41.711,          8.868
      5,      50.0,     60.49,    279.24,     0.66691,      38.211,          8.642
      5,      50.0,     66.94,    252.04,     0.71336,      40.872,          9.563
      5,      50.0,     64.49,    266.35,     0.69866,      40.030,          9.213
      5,      50.0,     61.87,    280.75,     0.79716,      45.674,          8.839
      5,      50.0,     61.25,    275.59,     0.72799,      41.711,          8.749
      5,      50.0,     67.22,    251.12,     0.81632,      46.772,          9.603
      5,      50.0,     61.69,    281.58,     0.90116,      51.633,          8.813
      5,      50.0,     65.09,    263.90,     0.79615,      45.616,          9.299
      5,      50.0,     61.29,    275.24,     0.82068,      47.021,          8.756
      5,      50.0,     66.88,    252.51,     0.90975,      52.125,          9.555
      5,      50.0,     61.54,    281.90,     0.98279,      56.310,          8.791
      5,      50.0,     65.13,    263.91,     0.89138,      51.072,          9.304
      5,      50.0,     61.42,    274.63,     0.91409,      52.374,          8.774
      5,      50.0,     61.61,    281.39,     1.04752,      60.018,          8.801
      5,      50.0,     67.14,    251.78,     0.96247,      55.146,          9.591
      5,      50.0,     61.38,    274.85,     0.98742,      56.575,          8.769
      5,      50.0,     66.16,    259.94,     0.95400,      54.660,          9.451
      5,      50.0,     62.08,    278.35,     1.21781,      69.775,          8.868
      5,      50.0,     67.79,    250.03,     1.15257,      66.038,          9.684
      5,      50.0,     62.09,    272.12,     1.12920,      64.699,          8.871
      5,      50.0,     66.43,    258.73,     1.11373,      63.812,          9.490
      5,      50.0,     67.71,    250.61,     1.23070,      70.514,          9.673
      5,      50.0,     61.87,    278.78,     1.30163,      74.578,          8.838
      5,      50.0,     62.52,    270.53,     1.21781,      69.775,          8.932
      5,      50.0,     66.97,    256.66,     1.17939,      67.574,          9.567
      5,      50.0,     68.68,    247.48,     1.30834,      74.962,          9.812
      5,      50.0,     62.34,    271.71,     1.28095,      73.393,          8.906
      5,      50.0,     61.65,    279.25,     1.36330,      78.111,          8.808
      5,      50.0,     67.70,    253.45,     1.27656,      73.142,          9.672
      5,      50.0,     62.68,    270.72,     1.37014,      78.504,          8.954
      5,      50.0,     61.76,    278.15,     1.47275,      84.382,          8.823
      5,      50.0,     68.08,    250.06,     1.38457,      79.330,          9.726
      5,      50.0,     68.41,    250.70,     1.33971,      76.760,          9.773
      5,      50.0,     68.39,    249.43,     1.46969,      84.207,          9.770
      5,      50.0,     63.44,    268.04,     1.44039,      82.529,          9.063
      5,      50.0,     61.62,    278.16,     1.53748,      88.091,          8.803
      5,      50.0,     69.02,    248.21,     1.42687,      81.754,          9.861
      5,      50.0,     68.69,    248.68,     1.52857,      87.581,          9.813
      5,      50.0,     61.59,    277.74,     1.58746,      90.955,          8.799
      5,      50.0,     69.32,    246.77,     1.48406,      85.030,          9.903
      5,      50.0,     64.43,    264.43,     1.50637,      86.309,          9.204
      5,      50.0,     68.50,    250.10,     1.68459,      96.520,          9.786
      5,      50.0,     62.20,    273.94,     1.75212,     100.389,          8.885
      5,      50.0,     64.71,    264.36,     1.68322,      96.442,          9.244
      5,      50.0,     69.86,    244.31,     1.62788,      93.271,          9.980
      5,      50.0,     62.27,    273.07,     1.82731,     104.697,          8.896
      5,      50.0,     71.08,    239.79,     1.69867,      97.326,         10.155
      5,      50.0,     68.52,    250.28,     1.72889,      99.058,          9.789
      5,      50.0,     65.56,    261.61,     1.71269,      98.130,          9.365
      5,      50.0,     68.56,    250.54,     1.81577,     104.036,          9.795
      5,      50.0,     61.58,    275.75,     1.87172,     107.242,          8.797
      5,      50.0,     71.41,    238.32,     1.75442,     100.521,         10.201
      5,      50.0,     65.42,    262.72,     1.78947,     102.529,          9.346
      5,      50.0,     67.89,    253.15,     1.86088,     106.621,          9.699
      5,      50.0,     66.36,    259.45,     1.86816,     107.038,          9.480
      5,      50.0,     61.93,    273.67,     1.92379,     110.225,          8.847
      5,      50.0,     72.00,    236.08,     1.80904,     103.651,         10.286
      5,      50.0,     67.38,    256.14,     1.93685,     110.974,          9.625
      5,      50.0,     68.01,    253.00,     1.93288,     110.746,          9.716
      5,      50.0,     62.13,    272.41,     2.02056,     115.769,          8.876
      5,      50.0,     72.44,    234.24,     1.89255,     108.435,         10.349
      5,      50.0,     67.85,    255.18,     1.99365,     114.228,          9.692
      5,      50.0,     67.76,    253.96,     1.97754,     113.305,          9.679
      5,      50.0,     62.27,    271.45,     2.07014,     118.611,          8.896
      5,      50.0,     72.36,    234.29,     1.95387,     111.949,         10.337
      5,      50.0,     69.07,    252.03,     2.14213,     122.735,          9.867
      5,      50.0,     67.52,    254.86,     2.12629,     121.828,          9.645
      5,      50.0,     62.44,    270.22,     2.18152,     124.992,          8.920
      5,      50.0,     70.01,    249.16,     2.20835,     126.529,         10.002
      5,      50.0,     68.25,    252.12,     2.22020,     127.208,          9.750
      5,      50.0,     62.94,    268.01,     2.28812,     131.100,          8.991
      5,      50.0,     67.84,    253.51,     2.24554,     128.660,          9.691
      5,      50.0,     63.20,    266.93,     2.34496,     134.356,          9.029
      5,      50.0,     70.60,    247.66,     2.27305,     130.236,         10.085
      5,      50.0,     68.30,    251.64,     2.36672,     135.603,          9.758
      5,      50.0,     63.02,    267.85,     2.44485,     140.080,          9.003
      5,      50.0,     70.89,    247.01,     2.32528,     133.229,         10.127
      5,      50.0,     68.10,    252.25,     2.41861,     138.576,          9.728
      5,      50.0,     63.87,    264.46,     2.48875,     142.595,          9.125
      5,      50.0,     71.13,    246.55,     2.41861,     138.576,         10.161
      5,      50.0,     67.35,    254.92,     2.48317,     142.275,          9.622
      5,      50.0,     64.36,    262.74,     2.55359,     146.310,          9.195
      5,      50.0,     72.03,    243.48,     2.46911,     141.470,         10.290
      5,      50.0,     71.95,    243.93,     2.55359,     146.310,         10.279
      5,      50.0,     66.94,    256.34,     2.54539,     145.840,          9.563
      5,      50.0,     64.25,    263.51,     2.60909,     149.490,          9.178
      5,      50.0,     72.52,    242.00,     2.62068,     150.154,         10.361
      5,      50.0,     67.41,    254.28,     2.59864,     148.891,          9.630
      5,      50.0,     64.80,    261.70,     2.65711,     152.242,          9.257
      5,      50.0,     74.07,    236.96,     2.64671,     151.645,         10.581
      5,      50.0,     67.03,    255.48,     2.64462,     151.526,          9.575
      5,      50.0,     65.22,    260.45,     2.72489,     156.125,          9.317
      5,      50.0,     66.77,    256.10,     2.73268,     156.571,          9.538
      5,      50.0,     74.86,    234.65,     2.70248,     154.841,         10.694
      5,      50.0,     65.62,    259.33,     2.77226,     158.839,          9.374
      5,      50.0,     76.27,    230.30,     2.73848,     156.903,         10.896
      5,      50.0,     66.69,    256.16,     2.73088,     156.468,          9.527
      5,      50.0,     65.54,    260.28,     2.79546,     160.168,          9.363
      5,      50.0,     76.06,    230.77,     2.79857,     160.346,         10.865
      5,      50.0,     66.15,    257.77,     2.79155,     159.944,          9.450
      5,      50.0,     66.45,    257.33,     2.84868,     163.217,          9.492
      5,      50.0,     76.13,    230.54,     2.84112,     162.784,         10.876
      5,      50.0,     67.16,    255.12,     2.89311,     165.763,          9.594
      5,      50.0,     65.33,    260.59,     2.81501,     161.288,          9.332
      5,      50.0,     76.40,    229.73,     2.89984,     166.149,         10.914
      5,      50.0,     64.72,    262.64,     2.85904,     163.811,          9.246
      5,      50.0,     66.50,    258.48,     2.93257,     168.024,          9.499
      5,      50.0,     76.29,    230.05,     2.92865,     167.800,         10.899
      5,      50.0,     64.80,    261.95,     2.90785,     166.608,          9.257
      5,      50.0,     67.08,    256.80,     2.96692,     169.992,          9.583
      5,      50.0,     67.53,    255.55,     2.98122,     170.811,          9.648
      5,      50.0,     66.98,    253.25,     2.97395,     170.395,          9.569
      5,      50.0,     74.22,    236.48,     2.96050,     169.624,         10.603
      5,      50.0,     68.03,    254.01,     2.99343,     171.511,          9.718
      5,      50.0,     67.67,    250.68,     2.99558,     171.634,          9.667
      5,      50.0,     73.83,    237.93,     2.98789,     171.193,         10.547
      5,      50.0,     74.91,    235.25,     2.96296,     169.765,         10.701
      5,      50.0,     68.68,    246.99,     2.96692,     169.992,          9.812
      5,      50.0,     68.25,    253.33,     2.96437,     169.846,          9.751
      5,      50.0,     77.51,    228.10,     2.93141,     167.958,         11.073
      5,      50.0,     66.70,    254.41,     2.90376,     166.373,          9.529
      5,      50.0,     68.97,    250.54,     2.90718,     166.569,          9.853
      5,      50.0,     80.79,    219.99,     2.84403,     162.951,         11.542
      5,      50.0,     65.00,    260.98,     2.83964,     162.700,          9.286
      5,      50.0,     68.82,    250.62,     2.83354,     162.350,          9.832
      5,      50.0,     80.11,    222.27,     2.76345,     158.334,         11.444
      5,      50.0,     68.54,    251.06,     2.76383,     158.356,          9.791
      5,      50.0,     63.98,    265.23,     2.74925,     157.521,          9.140
      5,      50.0,     81.40,    219.33,     2.70041,     154.722,         11.628
      5,      50.0,     68.93,    248.81,     2.72337,     156.038,          9.847
      5,      50.0,     65.65,    258.72,     2.67119,     153.048,          9.379
      5,      50.0,     81.15,    220.20,     2.62714,     150.524,         11.593
      5,      50.0,     68.51,    249.46,     2.67141,     153.061,          9.787
      5,      50.0,     67.78,    251.06,     2.63875,     151.189,          9.683
      5,      50.0,     79.72,    224.37,     2.53193,     145.069,         11.388
      5,      50.0,     68.74,    247.74,     2.59092,     148.449,          9.821
      5,      50.0,     69.81,    244.25,     2.58147,     147.908,          9.973
      5,      50.0,     77.75,    229.83,     2.49001,     142.667,         11.108
      5,      50.0,     70.29,    242.93,     2.52969,     144.941,         10.041
      5,      50.0,     67.96,    249.78,     2.52839,     144.866,          9.708
      5,      50.0,     74.74,    238.23,     2.43602,     139.574,         10.677
      5,      50.0,     71.01,    240.81,     2.45586,     140.711,         10.144
      5,      50.0,     67.68,    250.27,     2.45478,     140.648,          9.669
      5,      50.0,     75.68,    223.36,     2.44011,     139.808,         10.811
      5,      50.0,     70.75,    241.80,     2.39699,     137.337,         10.107
      5,      50.0,     67.76,    249.46,     2.36695,     135.616,          9.680
      5,      50.0,     75.73,    223.45,     2.36554,     135.536,         10.818
      5,      50.0,     72.25,    245.33,     2.33492,     133.781,         10.322
      5,      50.0,     70.98,    249.08,     2.22922,     127.725,         10.141
      5,      50.0,     71.68,    238.77,     2.26732,     129.908,         10.240
      5,      50.0,     67.38,    250.58,     2.27591,     130.400,          9.626
      5,      50.0,     76.16,    222.53,     2.28226,     130.764,         10.881
      5,      50.0,     72.42,    243.93,     2.13864,     122.535,         10.346
      5,      50.0,     71.39,    239.87,     2.18944,     125.446,         10.198
      5,      50.0,     67.49,    249.99,     2.19628,     125.838,          9.641
      5,      50.0,     76.53,    221.82,     2.18362,     125.112,         10.932
      5,      50.0,     73.85,    238.61,     2.05992,     118.025,         10.550
      5,      50.0,     71.19,    240.42,     2.08994,     119.745,         10.170
      5,      50.0,     77.61,    219.10,     2.12667,     121.849,         11.087
      5,      50.0,     67.09,    251.41,     2.13753,     122.471,          9.585
      5,      50.0,     75.70,    232.23,     1.95387,     111.949,         10.814
      5,      50.0,     70.58,    242.62,     2.04726,     117.300,         10.083
      5,      50.0,     66.50,    253.77,     2.02764,     116.175,          9.500
      5,      50.0,     78.83,    216.21,     2.02863,     116.232,         11.262
      5,      50.0,     78.12,    223.31,     1.75778,     100.713,         11.160
      5,      50.0,     70.60,    242.08,     1.84326,     105.611,         10.086
      5,      50.0,     79.43,    215.59,     1.85977,     106.557,         11.347
      5,      50.0,     66.77,    253.36,     1.86371,     106.783,          9.539
      5,      50.0,     78.34,    221.72,     1.66511,      95.404,         11.192
      5,      50.0,     71.01,    240.46,     1.76548,     101.155,         10.144
      5,      50.0,     79.54,    215.84,     1.75065,     100.305,         11.363
      5,      50.0,     66.84,    253.57,     1.79760,     102.995,          9.548
      5,      50.0,     77.09,    224.42,     1.59782,      91.548,         11.013
      5,      50.0,     72.01,    236.89,     1.67995,      96.254,         10.288
      5,      50.0,     66.77,    254.40,     1.71051,      98.005,          9.538
      5,      50.0,     79.81,    215.48,     1.71090,      98.027,         11.401
      5,      50.0,     79.81,    216.25,     1.58345,      90.725,         11.401
      5,      50.0,     74.53,    230.89,     1.51530,      86.820,         10.647
      5,      50.0,     72.85,    233.96,     1.62480,      93.094,         10.408
      5,      50.0,     66.82,    254.76,     1.61764,      92.684,          9.546
      5,      50.0,     72.72,    235.85,     1.44293,      82.674,         10.388
      5,      50.0,     74.10,    229.64,     1.54378,      88.452,         10.586
      5,      50.0,     66.69,    255.80,     1.50739,      86.367,          9.527
      5,      50.0,     79.94,    216.45,     1.50838,      86.424,         11.419
      5,      50.0,     75.08,    226.49,     1.48879,      85.301,         10.725
      5,      50.0,     70.39,    242.81,     1.31870,      75.556,         10.055
      5,      50.0,     66.56,    257.16,     1.45837,      83.558,          9.508
      5,      50.0,     79.67,    217.58,     1.42191,      81.469,         11.382
      5,      50.0,     66.51,    258.00,     1.39794,      80.096,          9.501
      5,      50.0,     69.05,    246.63,     1.24905,      71.565,          9.865
      5,      50.0,     80.23,    216.66,     1.33477,      76.477,         11.461
      5,      50.0,     77.21,    219.85,     1.40354,      80.417,         11.030
      5,      50.0,     69.10,    245.22,     1.06663,      61.113,          9.871
      5,      50.0,     66.89,    257.85,     1.22341,      70.096,          9.556
      5,      50.0,     79.77,    218.54,     1.15767,      66.330,         11.395
      5,      50.0,     79.49,    213.00,     1.26109,      72.255,         11.355
      5,      50.0,     67.50,    256.00,     1.12842,      64.654,          9.643
      5,      50.0,     79.43,    219.80,     1.06849,      61.220,         11.347
      5,      50.0,     79.24,    213.41,     1.19516,      68.477,         11.320
      5,      50.0,     69.68,    242.62,     1.00295,      57.465,          9.955
      5,      50.0,     67.87,    255.10,     1.05165,      60.255,          9.695
      5,      50.0,     79.94,    211.21,     1.05007,      60.165,         11.420
      5,      50.0,     78.90,    221.44,     0.97936,      56.113,         11.271
      5,      50.0,     69.24,    243.92,     0.90724,      51.981,          9.891
      5,      50.0,     69.03,    251.13,     0.93641,      53.653,          9.861
      5,      50.0,     79.66,    211.81,     0.95798,      54.888,         11.381
      5,      50.0,     78.32,    223.07,     0.86350,      49.475,         11.189
      5,      50.0,     69.90,    241.37,     0.81569,      46.736,          9.986
      5,      50.0,     68.33,    254.22,     0.86217,      49.399,          9.761
      5,      50.0,     80.41,    209.79,     0.87606,      50.194,         11.487
      5,      50.0,     77.17,    226.05,     0.75838,      43.452,         11.025
      5,      50.0,     68.79,    245.22,     0.73494,      42.109,          9.827
      5,      50.0,     70.15,    248.34,     0.65570,      37.569,         10.021
      5,      50.0,     81.42,    207.25,     0.67086,      38.437,         11.631
      5,      50.0,     75.32,    230.78,     0.57744,      33.085,         10.760
      5,      50.0,     66.01,    255.90,     0.54295,      31.109,          9.430
      5,      50.0,     70.90,    245.87,     0.59219,      33.930,         10.129
      5,      50.0,     65.48,    258.32,     0.45684,      26.175,          9.354
      5,      50.0,     84.02,    201.09,     0.55980,      32.074,         12.002
      5,      50.0,     74.73,    231.98,     0.49221,      28.202,         10.675
      5,      50.0,     72.25,    240.76,     0.45066,      25.821,         10.322
      5,      50.0,     65.80,    257.66,     0.35004,      20.056,          9.400
      5,      50.0,     82.01,    206.16,     0.49734,      28.496,         11.716
      5,      50.0,     74.24,    232.89,     0.38290,      21.938,         10.606
      5,      50.0,     72.10,    241.10,     0.40123,      22.989,         10.300
      5,      50.0,     66.93,    253.87,     0.29423,      16.858,          9.562
      5,      50.0,     82.02,    206.52,     0.40815,      23.385,         11.717
      5,      50.0,     72.86,    236.72,     0.28533,      16.348,         10.409
      5,      50.0,     68.20,    250.04,     0.21109,      12.095,          9.742
      5,      50.0,     72.96,    237.75,     0.28605,      16.390,         10.423
      5,      50.0,     81.77,    207.72,     0.26521,      15.195,         11.682
      5,      50.0,     71.90,    239.17,     0.18217,      10.437,         10.272
      5,      50.0,     81.28,    209.45,     0.16910,       9.689,         11.611
      5,      50.0,     68.68,    248.98,     0.13614,       7.800,          9.811
      5,      50.0,     73.26,    236.49,     0.25581,      14.657,         10.465
      5,      50.0,     71.53,    239.77,     0.09306,       5.332,         10.218
      5,      50.0,     80.29,    212.56,     0.08728,       5.001,         11.470
      5,      50.0,     68.91,    248.63,     0.05474,       3.136,          9.844
      5,      50.0,     74.02,    232.87,     0.13255,       7.595,         10.574
      5,      50.0,     71.52,    239.30,     0.01316,       0.754,         10.217
      5,      50.0,     77.53,    221.55,    -0.11488,      -6.582,         11.076
      5,      50.0,     69.54,    247.46,    -0.13801,      -7.907,          9.934
      5,      50.0,     74.75,    229.10,    -0.08201,      -4.699,         10.678
      5,      50.0,     70.18,    242.66,    -0.13614,      -7.800,         10.026
      5,      50.0,     69.74,    247.18,    -0.22165,     -12.700,          9.962
      5,      50.0,     76.30,    225.77,    -0.22006,     -12.609,         10.901
      5,      50.0,     69.23,    245.53,    -0.20821,     -11.929,          9.890
      5,      50.0,     74.71,    228.44,    -0.14374,      -8.236,         10.673
      5,      50.0,     74.52,    231.58,    -0.28379,     -16.260,         10.646
      5,      50.0,     70.44,    245.14,    -0.28758,     -16.477,         10.063
      5,      50.0,     75.51,    225.26,    -0.22964,     -13.158,         10.788
      5,      50.0,     69.00,    245.84,    -0.29953,     -17.162,          9.858
      5,      50.0,     73.97,    233.91,    -0.39787,     -22.797,         10.567
      5,      50.0,     72.31,    239.44,    -0.35564,     -20.376,         10.329
      5,      50.0,     68.36,    247.78,    -0.37527,     -21.501,          9.766
      5,      50.0,     75.76,    223.99,    -0.31362,     -17.969,         10.823
      5,      50.0,     73.94,    234.93,    -0.56976,     -32.645,         10.563
      5,      50.0,     72.21,    240.41,    -0.48140,     -27.582,         10.315
      5,      50.0,     66.81,    252.87,    -0.54786,     -31.390,          9.544
      5,      50.0,     76.64,    220.61,    -0.49221,     -28.202,         10.948
      5,      50.0,     73.48,    236.57,    -0.62980,     -36.085,         10.497
      5,      50.0,     71.78,    241.83,    -0.53371,     -30.579,         10.255
      5,      50.0,     65.86,    256.35,    -0.62025,     -35.538,          9.408
      5,      50.0,     75.51,    223.65,    -0.50959,     -29.198,         10.787
      5,      50.0,     72.73,    239.01,    -0.70713,     -40.515,         10.390
      5,      50.0,     71.76,    242.05,    -0.61719,     -35.362,         10.252
      5,      50.0,     65.69,    256.87,    -0.68161,     -39.053,          9.384
      5,      50.0,     71.45,    243.30,    -0.82459,     -47.246,         10.207
      5,      50.0,     71.40,    242.95,    -0.69989,     -40.101,         10.200
      5,      50.0,     65.52,    257.46,    -0.79571,     -45.591,          9.360
      5,      50.0,     70.31,    247.05,    -0.91596,     -52.481,         10.045
      5,      50.0,     71.83,    241.34,    -0.77605,     -44.465,         10.261
      5,      50.0,     64.65,    260.90,    -0.83911,     -48.077,          9.236
      5,      50.0,     69.42,    250.41,    -0.97075,     -55.620,          9.917
      5,      50.0,     72.18,    239.85,    -0.86073,     -49.316,         10.312
      5,      50.0,     72.62,    232.49,    -0.92428,     -52.958,         10.374
      5,      50.0,     65.08,    259.21,    -0.90313,     -51.746,          9.297
      5,      50.0,     73.78,    234.34,    -0.87256,     -49.994,         10.541
      5,      50.0,     69.93,    248.91,    -1.03764,     -59.452,          9.991
      5,      50.0,     73.07,    231.34,    -1.01530,     -58.173,         10.438
      5,      50.0,     64.42,    261.93,    -1.00407,     -57.529,          9.203
      5,      50.0,     70.04,    248.89,    -1.09433,     -62.700,         10.006
      5,      50.0,     74.29,    232.47,    -0.98653,     -56.524,         10.612
      5,      50.0,     64.72,    260.74,    -1.02514,     -58.736,          9.246
      5,      50.0,     74.03,    228.63,    -1.04989,     -60.154,         10.576
      5,      50.0,     70.33,    248.03,    -1.12638,     -64.537,         10.048
      5,      50.0,     73.57,    234.45,    -1.05165,     -60.255,         10.510
      5,      50.0,     76.24,    222.57,    -1.20559,     -69.076,         10.892
      5,      50.0,     64.83,    260.34,    -1.09345,     -62.650,          9.262
      5,      50.0,     74.64,    231.08,    -1.03977,     -59.574,         10.663
      5,      50.0,     69.44,    251.04,    -1.11373,     -63.812,          9.920
      5,      50.0,     75.16,    225.78,    -1.15680,     -66.280,         10.737
      5,      50.0,     64.84,    260.29,    -1.07268,     -61.460,          9.263
      5,      50.0,     70.62,    247.19,    -1.08767,     -62.319,         10.089
      5,      50.0,     75.75,    227.96,    -1.02351,     -58.643,         10.822
      5,      50.0,     75.52,    224.48,    -1.12638,     -64.537,         10.789
      5,      50.0,     65.93,    255.95,    -1.02012,     -58.449,          9.419
      5,      50.0,     73.34,    238.41,    -1.03275,     -59.172,         10.477
      5,      50.0,     74.68,    231.68,    -0.96441,     -55.257,         10.669
      5,      50.0,     75.59,    223.99,    -1.02785,     -58.891,         10.798
      5,      50.0,     66.92,    252.13,    -0.98279,     -56.310,          9.560
      5,      50.0,     75.11,    232.78,    -0.91921,     -52.667,         10.730
      5,      50.0,     73.01,    237.43,    -0.85934,     -49.236,         10.431
      5,      50.0,     67.89,    248.45,    -0.84533,     -48.434,          9.699
      5,      50.0,     75.43,    231.79,    -0.85197,     -48.814,         10.776
      5,      50.0,     72.17,    240.04,    -0.79457,     -45.526,         10.310
      5,      50.0,     68.70,    245.57,    -0.74696,     -42.797,          9.814
      5,      50.0,     77.88,    224.67,    -0.72990,     -41.820,         11.126
      5,      50.0,     71.42,    242.58,    -0.72990,     -41.820,         10.202
      5,      50.0,     68.83,    245.24,    -0.68954,     -39.508,          9.832
      5,      50.0,     79.04,    221.36,    -0.65881,     -37.747,         11.292
      5,      50.0,     71.43,    242.54,    -0.66450,     -38.073,         10.204
      5,      50.0,     69.73,    242.20,    -0.63275,     -36.254,          9.962
      5,      50.0,     72.45,    239.29,    -0.58076,     -33.275,         10.350
      5,      50.0,     70.72,    239.06,    -0.55165,     -31.608,         10.103
      5,      50.0,     79.82,    218.86,    -0.55587,     -31.849,         11.403
      5,      50.0,     74.28,    233.70,    -0.48690,     -27.897,         10.611
      5,      50.0,     72.06,    234.96,    -0.45783,     -26.232,         10.294
      5,      50.0,     80.91,    215.45,    -0.50340,     -28.843,         11.559
      5,      50.0,     74.04,    228.99,    -0.37814,     -21.666,         10.576
      5,      50.0,     80.75,    215.41,    -0.45247,     -25.925,         11.536
      5,      50.0,     77.23,    224.92,    -0.38992,     -22.341,         11.033
      5,      50.0,     82.41,    210.65,    -0.34556,     -19.799,         11.772
      5,      50.0,     79.35,    219.07,    -0.29494,     -16.899,         11.335
      5,      50.0,     75.00,    226.39,    -0.29756,     -17.049,         10.715
      5,      50.0,     84.13,    205.79,    -0.25671,     -14.708,         12.018
      5,      50.0,     83.01,    205.71,    -0.13176,      -7.549,         11.858
      5,      50.0,     80.42,    216.14,    -0.20687,     -11.853,         11.489
      5,      50.0,     75.98,    223.98,    -0.23602,     -13.523,         10.854
      5,      50.0,     86.60,    199.53,    -0.17268,      -9.894,         12.372
      5,      50.0,     81.48,    212.91,    -0.14190,      -8.130,         11.639
      5,      50.0,     76.90,    221.76,    -0.14708,      -8.427,         10.985
      5,      50.0,     83.81,    204.52,    -0.12284,      -7.038,         11.973
      5,      50.0,     82.30,    210.36,    -0.05807,      -3.327,         11.757
      5,      50.0,     78.08,    218.89,    -0.08516,      -4.879,         11.154
      5,      50.0,     87.80,    196.20,    -0.09066,      -5.194,         12.544
      5,      50.0,     85.30,    201.83,    -0.04758,      -2.726,         12.186
      5,      50.0,     81.80,    211.12,     0.00000,       0.000,         11.685
      5,      50.0,     79.27,    216.23,    -0.01190,      -0.682,         11.325
      5,      50.0,     88.62,    193.84,    -0.03370,      -1.931,         12.660
      5,      50.0,     87.77,    196.88,     0.02272,       1.302,         12.538
      5,      50.0,     81.17,    211.99,     0.05945,       3.406,         11.595
      5,      50.0,     80.28,    213.98,     0.08314,       4.764,         11.469
      5,      50.0,     90.30,    189.83,     0.01075,       0.616,         12.900
      5,      50.0,     87.91,    197.19,     0.05741,       3.289,         12.559
      5,      50.0,     81.14,    211.36,     0.13498,       7.734,         11.592
      5,      50.0,     80.99,    212.83,     0.15177,       8.696,         11.570
      5,      50.0,     87.76,    198.50,     0.13021,       7.461,         12.537
      5,      50.0,     82.42,    209.78,     0.22245,      12.745,         11.775
      5,      50.0,     81.92,    208.72,     0.23040,      13.201,         11.703
      5,      50.0,     88.45,    197.38,     0.25564,      14.647,         12.636
      5,      50.0,     82.75,    205.97,     0.31423,      18.004,         11.822
      5,      50.0,     89.35,    196.12,     0.34302,      19.654,         12.765
      5,      50.0,     83.80,    206.86,     0.31809,      18.225,         11.972
      5,      50.0,     84.55,    201.12,     0.38051,      21.801,         12.078
      5,      50.0,     89.57,    196.41,     0.42285,      24.228,         12.796
      5,      50.0,     84.80,    205.28,     0.39306,      22.521,         12.114
      5,      50.0,     89.13,    197.71,     0.50486,      28.926,         12.733
      5,      50.0,     85.68,    203.76,     0.48345,      27.699,         12.240
      5,      50.0,     83.95,    201.94,     0.44794,      25.665,         11.993
      5,      50.0,     88.24,    200.04,     0.61630,      35.311,         12.605
      5,      50.0,     86.12,    203.33,     0.54230,      31.072,         12.303
      5,      50.0,     84.88,    199.28,     0.53056,      30.399,         12.125
      5,      50.0,     88.21,    199.93,     0.66926,      38.346,         12.602
      5,      50.0,     87.46,    200.68,     0.64136,      36.748,         12.494
      5,      50.0,     84.47,    199.86,     0.61356,      35.154,         12.067
      5,      50.0,     87.85,    200.76,     0.78540,      45.000,         12.550
      5,      50.0,     87.45,    201.34,     0.69335,      39.726,         12.493
      5,      50.0,     84.28,    200.18,     0.71115,      40.746,         12.040
      5,      50.0,     89.10,    197.77,     0.79292,      45.431,         12.729
      5,      50.0,     87.55,    201.12,     0.90483,      51.843,         12.507
      5,      50.0,     83.21,    202.71,     0.81103,      46.469,         11.888
      5,      50.0,     83.53,    202.04,     0.88674,      50.807,         11.933
      5,      50.0,     89.39,    197.30,     0.86670,      49.658,         12.770
      5,      50.0,     87.56,    200.77,     0.97964,      56.129,         12.508
      5,      50.0,     86.78,    202.40,     1.07607,      61.654,         12.397
      5,      50.0,     90.67,    194.69,     0.96589,      55.342,         12.952
      5,      50.0,     82.07,    205.94,     0.97604,      55.923,         11.724
      5,      50.0,     82.06,    206.32,     1.05774,      60.604,         11.722
      5,      50.0,     93.00,    189.48,     1.04786,      60.038,         13.286
      5,      50.0,     86.19,    203.33,     1.17956,      67.584,         12.312
      5,      50.0,     85.96,    203.24,     1.24530,      71.351,         12.280
      5,      50.0,     90.54,    194.64,     1.06472,      61.004,         12.934
      5,      50.0,     82.00,    206.88,     1.15132,      65.966,         11.714
      5,      50.0,     85.19,    204.64,     1.34576,      77.106,         12.169
      5,      50.0,     81.82,    207.99,     1.22944,      70.442,         11.688
      5,      50.0,     87.83,    200.15,     1.11250,      63.741,         12.547
      5,      50.0,     85.32,    203.73,     1.42890,      81.870,         12.189
      5,      50.0,     82.58,    206.57,     1.29920,      74.439,         11.798
