= RESTART: D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py
---------------------------------------------------------------------
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Alpha [px/bit]
      5,      38.5,      9.42,   1378.34,     0.21867,          1.885
      5,      38.5,      9.35,   1389.85,     0.11066,          1.869
      5,      38.5,      9.42,   1378.34,     0.19740,          1.885
      5,      38.5,      9.42,   1378.34,     0.11066,          1.885
      5,      38.5,      9.55,   1359.68,     0.09967,          1.911
      5,      38.5,      9.55,   1359.75,     0.11066,          1.911
      5,      38.5,      9.42,   1378.34,     0.21867,          1.885
      5,      38.5,     10.05,   1292.84,     0.09967,          2.010
      5,      38.5,      9.53,   1363.70,     0.00000,          1.905
      5,      38.5,      9.53,   1363.70,     0.00000,          1.905
      5,      38.5,      9.53,   1363.70,     0.00000,          1.905
      5,      38.5,      9.50,   1367.57,     0.00000,          1.900
      5,      38.5,      9.00,   1444.38,     0.00000,          1.800
      5,      38.5,      9.03,   1440.33,    -0.11066,          1.806
      5,      38.5,      9.76,   1337.98,     0.00000,          1.952
      5,      38.5,      9.26,   1410.44,    -0.11066,          1.853
      5,      38.5,      9.26,   1410.44,    -0.11066,          1.853
      5,      38.5,      9.76,   1333.79,    -0.09967,          1.952
      5,      38.5,     10.00,   1302.11,     0.00000,          2.000
      5,      38.5,      9.29,   1401.34,    -0.09967,          1.858
      5,      38.5,      9.29,   1401.34,    -0.09967,          1.858
      5,      38.5,      9.76,   1333.79,     0.00000,          1.952
      5,      38.5,      9.00,   1446.79,     0.00000,          1.800
      5,      38.5,      9.76,   1333.51,     0.00000,          1.952
      5,      38.5,      9.26,   1405.29,     0.00000,          1.853
      5,      38.5,      9.26,   1405.22,     0.00000,          1.852
      5,      38.5,      9.50,   1370.09,     0.00000,          1.900
      5,      38.5,      9.26,   1404.75,     0.00000,          1.853
      5,      38.5,      9.53,   1366.05,     0.00000,          1.905
      5,      38.5,      9.53,   1366.05,     0.00000,          1.905
      5,      38.5,      9.76,   1332.76,     0.00000,          1.952
      5,      38.5,      9.76,   1332.76,     0.00000,          1.952
      5,      38.5,      9.76,   1332.76,     0.00000,          1.952
      5,      38.5,      8.53,   1525.17,     0.00000,          1.706
      5,      38.5,      9.03,   1440.99,    -0.11066,          1.806
      5,      38.5,      9.03,   1440.99,    -0.11066,          1.806
      5,      38.5,      9.53,   1365.37,     0.00000,          1.906
      5,      38.5,      9.00,   1445.67,     0.00000,          1.800
      5,      38.5,      9.29,   1398.95,     0.09967,          1.858
      5,      38.5,      9.06,   1435.22,     0.11066,          1.811
      5,      38.5,      9.25,   1405.69,     0.32175,          1.849
      5,      38.5,      9.25,   1405.54,     0.32175,          1.849
      5,      38.5,      9.22,   1409.99,     0.21867,          1.844
      5,      38.5,      9.04,   1436.90,     0.21867,          1.809
      5,      38.5,      8.87,   1463.84,     0.35877,          1.775
      5,      38.5,      9.18,   1414.33,     0.32175,          1.837
      5,      38.5,      8.54,   1522.32,     0.35877,          1.709
      5,      38.5,      8.94,   1454.68,     0.46365,          1.789
      5,      38.5,      9.07,   1433.76,     0.46365,          1.814
      5,      38.5,      9.43,   1378.11,     0.55860,          1.887
      5,      38.5,      8.94,   1453.97,     0.46365,          1.789
      5,      38.5,      8.96,   1450.09,     0.62025,          1.793
      5,      38.5,      8.96,   1449.92,     0.70863,          1.793
      5,      38.5,      9.31,   1395.37,     0.70863,          1.863
      5,      38.5,      8.56,   1520.23,     0.62025,          1.712
      5,      38.5,      8.49,   1531.35,     0.78540,          1.697
      5,      38.5,      9.21,   1410.91,     0.70863,          1.841
      5,      38.5,      8.85,   1467.30,     0.86217,          1.770
      5,      38.5,      8.60,   1510.28,     0.95055,          1.720
      5,      38.5,      9.02,   1440.46,     0.95055,          1.804
      5,      38.5,      9.43,   1376.90,     1.01220,          1.887
      5,      38.5,      8.50,   1527.55,     1.10715,          1.701
      5,      38.5,      9.19,   1413.49,     1.01220,          1.838
      5,      38.5,      8.50,   1527.61,     1.05165,          1.701
      5,      38.5,      8.85,   1468.33,     1.01220,          1.769
      5,      38.5,      8.94,   1452.19,     1.10715,          1.789
      5,      38.5,      8.94,   1452.19,     1.10715,          1.789
      5,      38.5,      8.94,   1452.19,     1.10715,          1.789
      5,      38.5,      8.87,   1464.02,     1.24905,          1.775
      5,      38.5,      9.49,   1369.47,     1.24905,          1.897
      5,      38.5,      9.04,   1436.67,     1.24905,          1.809
      5,      38.5,      9.04,   1436.78,     1.35213,          1.809
      5,      38.5,      8.87,   1465.51,     1.32582,          1.773
      5,      38.5,      9.42,   1378.94,     1.35213,          1.885
      5,      38.5,      9.35,   1390.73,     1.46014,          1.869
      5,      38.5,      9.03,   1439.34,     1.46014,          1.806
      5,      38.5,      9.29,   1398.56,     1.46014,          1.858
      5,      38.5,      9.35,   1390.35,     1.46014,          1.869
      5,      38.5,      8.56,   1517.85,     1.44644,          1.712
      5,      38.5,      9.22,   1408.93,     1.35213,          1.844
      5,      38.5,      9.04,   1436.43,     1.32582,          1.809
      5,      38.5,      8.56,   1516.78,     1.35213,          1.713
      5,      38.5,      9.35,   1388.70,     1.24905,          1.871
      5,      38.5,      9.49,   1369.14,     1.24905,          1.897
      5,      38.5,      8.87,   1463.66,     1.35213,          1.775
      5,      38.5,      8.71,   1492.06,     1.21203,          1.741
      5,      38.5,      8.94,   1452.19,     1.10715,          1.789
      5,      38.5,      9.09,   1429.65,     1.24905,          1.817
      5,      38.5,      8.85,   1468.55,     1.10715,          1.769
      5,      38.5,      8.60,   1510.66,     0.95055,          1.720
      5,      38.5,      9.22,   1409.39,     0.86217,          1.844
      5,      38.5,      8.85,   1469.29,     0.70863,          1.770
      5,      38.5,      9.22,   1410.56,     0.70863,          1.844
      5,      38.5,      9.22,   1410.78,     0.70863,          1.844
      5,      38.5,      9.26,   1404.14,     0.62025,          1.852
      5,      38.5,      8.56,   1519.27,     0.62025,          1.712
      5,      38.5,      8.96,   1450.47,     0.62025,          1.793
      5,      38.5,      9.43,   1379.17,     0.55860,          1.887
      5,      38.5,      8.94,   1455.21,     0.46365,          1.789
      5,      38.5,      8.88,   1468.45,     0.32175,          1.776
      5,      38.5,      8.88,   1468.45,     0.32175,          1.776
      5,      38.5,      8.74,   1490.12,     0.35877,          1.749
      5,      38.5,      9.02,   1444.62,     0.32175,          1.803
      5,      38.5,      8.88,   1466.69,     0.35877,          1.776
      5,      38.5,      8.88,   1466.69,     0.35877,          1.776
      5,      38.5,      9.35,   1391.96,     0.32175,          1.871
      5,      38.5,      8.87,   1467.00,     0.35877,          1.775
      5,      38.5,      8.87,   1467.00,     0.35877,          1.775
      5,      38.5,      9.04,   1438.55,     0.21867,          1.809
      5,      38.5,      9.04,   1438.31,     0.24498,          1.809
      5,      38.5,      9.22,   1411.01,     0.21867,          1.844
      5,      38.5,      8.73,   1489.64,     0.24498,          1.747
      5,      38.5,      9.14,   1424.13,     0.21867,          1.828
      5,      38.5,      9.06,   1436.58,     0.11066,          1.811
      5,      38.5,      9.29,   1400.52,     0.11066,          1.858
      5,      38.5,      9.06,   1436.83,     0.11066,          1.811
      5,      38.5,      8.53,   1524.93,     0.12435,          1.706
      5,      38.5,      9.29,   1399.84,     0.09967,          1.858
      5,      38.5,      9.29,   1399.84,     0.09967,          1.858
      5,      38.5,      9.26,   1403.82,     0.00000,          1.853
      5,      38.5,      9.26,   1403.82,     0.00000,          1.853
      5,      38.5,      9.26,   1403.82,     0.00000,          1.853
      5,      38.5,      9.29,   1400.05,     0.00000,          1.858
      5,      38.5,      9.26,   1404.26,     0.00000,          1.853
      5,      38.5,      9.26,   1404.26,     0.00000,          1.853
      5,      38.5,      9.00,   1445.43,     0.00000,          1.800
      5,      38.5,      9.00,   1446.79,     0.00000,          1.800
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.26,   1405.58,     0.00000,          1.853
      5,      38.5,      9.00,   1444.56,     0.00000,          1.800
      5,      38.5,      9.00,   1444.38,     0.00000,          1.800
      5,      38.5,      9.00,   1444.21,     0.00000,          1.800
      5,      38.5,      8.53,   1523.89,     0.00000,          1.706
      5,      38.5,      9.00,   1445.43,     0.00000,          1.800
      5,      38.5,      8.56,   1517.59,     0.11066,          1.712
      5,      38.5,      8.79,   1477.08,     0.11066,          1.759
      5,      38.5,      8.73,   1488.56,     0.21867,          1.747
      5,      38.5,      8.54,   1520.27,     0.35877,          1.709
      5,      38.5,      8.85,   1468.87,     0.46365,          1.769
      5,      38.5,      8.42,   1543.12,     0.62025,          1.684
      5,      38.5,      8.60,   1509.96,     0.62025,          1.720
      5,      38.5,      8.76,   1482.62,     0.55860,          1.752
      5,      38.5,      8.49,   1531.49,     0.78540,          1.697
      5,      38.5,      8.49,   1531.49,     0.78540,          1.697
      5,      38.5,      8.85,   1467.98,     0.78540,          1.770
      5,      38.5,      8.49,   1531.01,     0.78540,          1.697
      5,      38.5,      8.85,   1467.51,     0.78540,          1.770
      5,      38.5,      8.42,   1543.06,     1.05165,          1.684
      5,      38.5,      8.77,   1480.49,     1.10715,          1.755
      5,      38.5,      8.42,   1543.06,     1.05165,          1.684
      5,      38.5,      8.50,   1527.61,     1.10715,          1.701
      5,      38.5,      8.50,   1527.61,     1.10715,          1.701
      5,      38.5,      8.62,   1506.35,     1.21203,          1.725
      5,      38.5,      8.54,   1520.40,     1.21203,          1.709
      5,      38.5,      8.54,   1520.49,     1.21203,          1.709
      5,      38.5,      8.88,   1463.09,     1.24905,          1.776
      5,      38.5,      8.54,   1520.49,     1.21203,          1.709
      5,      38.5,      8.54,   1520.49,     1.21203,          1.709
      5,      38.5,      8.54,   1520.49,     1.21203,          1.709
      5,      38.5,      8.71,   1492.32,     1.24905,          1.741
      5,      38.5,      8.87,   1464.02,     1.35213,          1.775
      5,      38.5,      8.24,   1577.06,     1.16590,          1.647
      5,      38.5,      8.87,   1464.02,     1.35213,          1.775
      5,      38.5,      8.65,   1502.79,     1.35213,          1.729
      5,      38.5,      8.56,   1518.07,     1.44644,          1.712
      5,      38.5,      8.54,   1520.59,     1.21203,          1.709
      5,      38.5,      8.88,   1463.09,     1.24905,          1.776
      5,      38.5,      8.85,   1468.55,     1.05165,          1.769
      5,      38.5,      8.76,   1483.83,     0.95055,          1.752
      5,      38.5,      8.56,   1519.72,     0.70863,          1.712
      5,      38.5,      8.56,   1519.72,     0.70863,          1.712
      5,      38.5,      8.56,   1519.72,     0.70863,          1.712
      5,      38.5,      8.60,   1512.00,     0.62025,          1.720
      5,      38.5,      8.71,   1492.32,     0.32175,          1.741
      5,      38.5,      8.88,   1462.76,     0.35877,          1.776
      5,      38.5,      8.73,   1487.70,     0.21867,          1.747
      5,      38.5,      8.73,   1487.70,     0.21867,          1.747
