D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py,,,,,,
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
5,38.5,12.91,1005.92,0.89606,51.34045619,2.583
5,38.5,13.56,958.26,0.88507,50.71077557,2.711
5,38.5,12.21,1064.11,0.96007,55.00795904,2.441
5,38.5,12.81,1014.28,0.89606,51.34045619,2.561
5,38.5,12.86,1010.43,0.89606,51.34045619,2.571
5,38.5,13.26,979.4,0.942,53.9726243,2.652
5,38.5,13.2,983.71,0.89606,51.34045619,2.641
5,38.5,13.2,983.71,0.89606,51.34045619,2.641
5,38.5,12.86,1010.4,0.942,53.9726243,2.571
5,38.5,13.17,986.47,0.89606,51.34045619,2.633
5,38.5,12.56,1033.75,0.89606,51.34045619,2.513
5,38.5,12.83,1012.68,0.83798,48.01271732,2.565
5,38.5,12.91,1005.83,0.942,53.9726243,2.583
5,38.5,12.86,1010.4,0.96007,55.00795904,2.571
5,38.5,12.62,1029.02,1.00407,57.52897334,2.524
5,38.5,12.53,1037.02,1.00407,57.52897334,2.505
5,38.5,11.8,1100.39,0.96007,55.00795904,2.361
5,38.5,12.51,1038.04,1.00407,57.52897334,2.503
5,38.5,12.16,1068.57,0.96007,55.00795904,2.431
5,38.5,12.21,1064.08,0.96007,55.00795904,2.441
5,38.5,12.11,1072.21,0.89606,51.34045619,2.423
5,38.5,12.21,1064.06,0.96007,55.00795904,2.441
5,38.5,12.16,1068.55,0.90975,52.12483541,2.431
5,38.5,11.8,1100.32,0.90975,52.12483541,2.361
5,38.5,11.8,1100.32,0.90975,52.12483541,2.361
5,38.5,11.8,1100.32,0.96007,55.00795904,2.361
5,38.5,11.8,1100.32,0.90975,52.12483541,2.361
5,38.5,12.11,1072.18,0.96007,55.00795904,2.423
5,38.5,11.76,1104.21,0.90975,52.12483541,2.353
5,38.5,12.16,1068.55,0.96007,55.00795904,2.431
5,38.5,11.4,1139.14,0.90975,52.12483541,2.28
5,38.5,11.8,1100.32,0.96007,55.00795904,2.361
5,38.5,11.76,1104.17,0.96007,55.00795904,2.353
5,38.5,11.4,1139.15,0.90975,52.12483541,2.28
5,38.5,11.06,1174.08,0.98279,56.30971915,2.213
5,38.5,11.06,1174.08,0.98279,56.30971915,2.213
5,38.5,11.06,1174.07,0.90975,52.12483541,2.213
5,38.5,11.4,1139.14,0.90975,52.12483541,2.28
5,38.5,11.06,1174.39,0.96007,55.00795904,2.212
5,38.5,11.06,1174.39,0.96007,55.00795904,2.212
5,38.5,10.71,1212.48,0.90975,52.12483541,2.142
5,38.5,11.02,1179.05,0.85197,48.81428527,2.203
5,38.5,11.37,1142.47,0.90975,52.12483541,2.274
5,38.5,10.67,1217.87,0.85197,48.81428527,2.133
5,38.5,10.63,1222.09,0.85197,48.81428527,2.126
5,38.5,9.94,1307.3,0.86217,49.39870222,1.987
5,38.5,10.29,1262.7,0.86217,49.39870222,2.058
5,38.5,9.94,1307.16,0.86217,49.39870222,1.987
5,38.5,9.58,1355.32,0.86217,49.39870222,1.917
5,38.5,9.94,1307.23,0.85197,48.81428527,1.987
5,38.5,9.22,1408.93,0.86217,49.39870222,1.844
5,38.5,9.22,1409.27,0.86217,49.39870222,1.844
5,38.5,9.22,1409.27,0.86217,49.39870222,1.844
5,38.5,8.88,1462.89,0.86217,49.39870222,1.776
5,38.5,9.57,1357.18,0.7854,45.00010523,1.914
5,38.5,9.94,1307.07,0.86217,49.39870222,1.987
5,38.5,10.63,1221.84,0.85197,48.81428527,2.126
5,38.5,9.94,1307.02,0.86217,49.39870222,1.987
5,38.5,10.29,1262.25,0.85197,48.81428527,2.058
5,38.5,9.56,1358.85,0.71883,41.18592519,1.912
5,38.5,8.53,1522.8,0.95055,54.46250322,1.706
5,38.5,8.53,1522.8,0.95055,54.46250322,1.706
5,38.5,8.49,1530.69,0.7854,45.00010523,1.697
5,38.5,8.6,1510.09,0.62025,35.53770724,1.72
5,38.5,8.6,1509.86,0.62025,35.53770724,1.72
5,38.5,9.43,1376.75,0.5586,32.00542244,1.887
5,38.5,9.79,1327.12,0.5586,32.00542244,1.957
5,38.5,10.06,1290.79,0.5586,32.00542244,2.013
5,38.5,10.13,1282.8,0.5586,32.00542244,2.025
5,38.5,10.9,1191.96,0.54042,30.96378516,2.18
5,38.5,10.82,1200.95,0.588,33.68991835,2.163
5,38.5,10.76,1207.48,0.6435,36.86983412,2.152
5,38.5,10.84,1198.46,0.66104,37.87480209,2.168
5,38.5,11.24,1155.86,0.54042,30.96378516,2.248
5,38.5,10.82,1200.95,0.588,33.68991835,2.163
5,38.5,11.17,1162.47,0.588,33.68991835,2.235
5,38.5,11.24,1155.86,0.588,33.68991835,2.248
5,38.5,11.87,1094.59,0.66104,37.87480209,2.374
5,38.5,11.67,1113.04,0.588,33.68991835,2.335
5,38.5,10.9,1192.47,0.588,33.68991835,2.18
5,38.5,11.59,1121.55,0.54042,30.96378516,2.317
5,38.5,11.59,1121.55,0.61073,34.99225142,2.317
5,38.5,11.94,1088.28,0.56673,32.47123712,2.388
5,38.5,12.36,1051.56,0.56673,32.47123712,2.472
5,38.5,12.36,1051.56,0.49935,28.6106475,2.472
5,38.5,12.21,1064.71,0.61073,34.99225142,2.441
5,38.5,12.91,1006.35,0.61073,34.99225142,2.583
5,38.5,12.62,1029.52,0.56673,32.47123712,2.524
5,38.5,12.62,1029.52,0.56673,32.47123712,2.524
5,38.5,12.62,1029.52,0.56673,32.47123712,2.524
5,38.5,12.7,1023.07,0.56673,32.47123712,2.541
5,38.5,13.2,984.29,0.6288,36.02758616,2.641
5,38.5,13.26,980.47,0.67474,38.65975427,2.652
5,38.5,13.32,975.94,0.6288,36.02758616,2.664
5,38.5,12.91,1006.45,0.56673,32.47123712,2.583
5,38.5,13.6,955.42,0.6288,36.02758616,2.72
5,38.5,13.96,930.92,0.6288,36.02758616,2.792
5,38.5,13.96,930.92,0.6288,36.02758616,2.792
5,38.5,14.08,922.57,0.588,33.68991835,2.817
5,38.5,13.39,970.15,0.56673,32.47123712,2.679
5,38.5,13.67,950.68,0.6288,36.02758616,2.733
5,38.5,14.02,926.41,0.6288,36.02758616,2.805
5,38.5,14.72,882.77,0.60554,34.69488633,2.943
5,38.5,14.66,886.36,0.68573,39.28943489,2.932
5,38.5,14.66,886.43,0.588,33.68991835,2.932
5,38.5,15,866.26,0.6435,36.86983412,3
5,38.5,15,866.26,0.6435,36.86983412,3
5,38.5,15.36,846.07,0.6435,36.86983412,3.072
5,38.5,15,866.34,0.6435,36.86983412,3
5,38.5,15.32,848.54,0.68573,39.28943489,3.063
5,38.5,15.71,827.2,0.60554,34.69488633,3.142
5,38.5,15.36,846.07,0.60554,34.69488633,3.072
5,38.5,15.36,846.07,0.60554,34.69488633,3.072
5,38.5,14.61,889.61,0.6435,36.86983412,2.921
5,38.5,14.26,911.35,0.6435,36.86983412,2.851
5,38.5,15.32,848.19,0.69474,39.80566986,3.063
5,38.5,14.72,882.72,0.588,33.68991835,2.943
5,38.5,15.32,848.19,0.69474,39.80566986,3.063
5,38.5,14.31,907.89,0.588,33.68991835,2.862
5,38.5,13.96,930.69,0.6288,36.02758616,2.792
5,38.5,14.66,886.29,0.588,33.68991835,2.932
5,38.5,14.36,904.7,0.588,33.68991835,2.872
5,38.5,14.36,904.7,0.588,33.68991835,2.872
5,38.5,14.66,886.36,0.68573,39.28943489,2.932
5,38.5,14.66,886.36,0.588,33.68991835,2.932
5,38.5,13.6,955.25,0.6288,36.02758616,2.72
5,38.5,14.38,903.84,0.68573,39.28943489,2.875
5,38.5,14.31,908.02,0.68573,39.28943489,2.862
5,38.5,14.26,911.35,0.68573,39.28943489,2.851
5,38.5,14.26,911.35,0.68573,39.28943489,2.851
5,38.5,14.26,911.43,0.6435,36.86983412,2.851
5,38.5,14.26,911.43,0.6435,36.86983412,2.851
5,38.5,13.6,955.33,0.6288,36.02758616,2.72
5,38.5,13.87,936.92,0.68573,39.28943489,2.774
5,38.5,13.87,936.92,0.68573,39.28943489,2.774
5,38.5,13.87,936.92,0.68573,39.28943489,2.774
5,38.5,13.56,958.58,0.68573,39.28943489,2.711
5,38.5,13.48,963.83,0.68573,39.28943489,2.696
5,38.5,13.17,986.96,0.73282,41.98749314,2.633
5,38.5,13.14,989.26,0.73282,41.98749314,2.628
5,38.5,12.78,1017.18,0.73282,41.98749314,2.555
5,38.5,12.78,1017.18,0.73282,41.98749314,2.555
5,38.5,12.42,1046.08,0.67474,38.65975427,2.485
5,38.5,12.42,1046.08,0.67474,38.65975427,2.485
5,38.5,12.42,1046.08,0.67474,38.65975427,2.485
5,38.5,12.76,1018.64,0.7854,45.00010523,2.551
5,38.5,11.72,1108.64,0.66104,37.87480209,2.344
5,38.5,12.11,1072.84,0.72664,41.63340523,2.423
5,38.5,11.76,1104.87,0.66104,37.87480209,2.353
5,38.5,11.4,1140.13,0.66104,37.87480209,2.28
5,38.5,11.37,1143.43,0.71883,41.18592519,2.274
5,38.5,11.37,1143.57,0.72664,41.63340523,2.274
5,38.5,11.4,1140.43,0.66104,37.87480209,2.28
5,38.5,10.71,1213.84,0.6435,36.86983412,2.142
5,38.5,11.02,1180.05,0.71883,41.18592519,2.203
5,38.5,11.37,1143.43,0.66104,37.87480209,2.274
5,38.5,11.06,1175.08,0.588,33.68991835,2.213
5,38.5,10.36,1253.76,0.588,33.68991835,2.072
5,38.5,9.26,1403.06,0.6435,36.86983412,1.852
5,38.5,8.6,1509.88,0.62025,35.53770724,1.72
5,38.5,7.81,1663.24,0.69474,39.80566986,1.562
5,38.5,8.17,1590.37,0.51915,29.74510393,1.634
5,38.5,8.5,1527.61,0.51915,29.74510393,1.701
5,38.5,8.5,1527.61,0.51915,29.74510393,1.701
5,38.5,8.94,1452.77,0.46365,26.56518817,1.789
5,38.5,9.29,1398.27,0.5586,32.00542244,1.859
5,38.5,8.94,1452.77,0.46365,26.56518817,1.789
5,38.5,9.63,1348.84,0.5586,32.00542244,1.926
5,38.5,9.63,1348.84,0.5586,32.00542244,1.926
5,38.5,9.73,1334.47,0.46365,26.56518817,1.947
5,38.5,9.29,1397.88,0.46365,26.56518817,1.859
5,38.5,9.73,1334.64,0.46365,26.56518817,1.947
5,38.5,9.87,1315.73,0.5071,29.05468979,1.975
5,38.5,9.53,1362.95,0.41822,23.96224091,1.906
5,38.5,9.73,1334.64,0.41822,23.96224091,1.947
5,38.5,9.73,1334.64,0.41822,23.96224091,1.947
5,38.5,8.94,1452.54,0.46365,26.56518817,1.789
5,38.5,10.08,1289.06,0.5071,29.05468979,2.015
5,38.5,9.73,1335.76,0.5071,29.05468979,1.947
5,38.5,10.41,1249.33,0.5071,29.05468979,2.081
5,38.5,10.31,1260.76,0.41822,23.96224091,2.062
5,38.5,9.97,1303.89,0.5071,29.05468979,1.994
5,38.5,10.86,1197.1,0.38051,21.80161706,2.171
5,38.5,10.08,1289.59,0.41822,23.96224091,2.016
5,38.5,10.41,1249.18,0.5071,29.05468979,2.081
5,38.5,10.31,1260.76,0.41822,23.96224091,2.062
5,38.5,11.18,1162.21,0.46365,26.56518817,2.236
5,38.5,11.18,1162.21,0.46365,26.56518817,2.236
5,38.5,10.31,1260.62,0.41822,23.96224091,2.062
5,38.5,11.24,1157.09,0.34877,19.98304902,2.248
5,38.5,10.77,1207.28,0.38051,21.80161706,2.154
5,38.5,11.24,1156.79,0.38051,21.80161706,2.248
5,38.5,11.57,1123.83,0.34877,19.98304902,2.313
5,38.5,11.57,1123.59,0.34877,19.98304902,2.313
5,38.5,11.11,1169.85,0.38051,21.80161706,2.221
5,38.5,11.57,1123.24,0.42663,24.44409841,2.313
5,38.5,11.24,1155.98,0.34877,19.98304902,2.248
5,38.5,11.7,1109.9,0.34877,19.98304902,2.341
5,38.5,11.43,1136.28,0.34877,19.98304902,2.287
5,38.5,11.57,1123.4,0.34877,19.98304902,2.313
5,38.5,11.24,1156.2,0.34877,19.98304902,2.248
5,38.5,10.77,1206.36,0.38051,21.80161706,2.154
5,38.5,11.9,1092.09,0.42663,24.44409841,2.379
5,38.5,11.24,1156.12,0.38051,21.80161706,2.248
5,38.5,11.89,1092.25,0.42663,24.44409841,2.379
5,38.5,11.24,1155.98,0.34877,19.98304902,2.248
5,38.5,12.18,1066.8,0.32175,18.43491706,2.435
5,38.5,12.04,1079.29,0.42663,24.44409841,2.407
5,38.5,11.7,1109.9,0.34877,19.98304902,2.341
5,38.5,12.18,1066.86,0.32175,18.43491706,2.435
5,38.5,12.04,1079.4,0.34877,19.98304902,2.407
5,38.5,12.36,1051.19,0.42663,24.44409841,2.472
5,38.5,12.36,1051.19,0.34877,19.98304902,2.472
5,38.5,12.08,1075.22,0.42663,24.44409841,2.417
5,38.5,12.36,1051.06,0.42663,24.44409841,2.472
5,38.5,13,999.21,0.39479,22.61980079,2.6
5,38.5,13,999.21,0.39479,22.61980079,2.6
5,38.5,12.68,1024.18,0.39479,22.61980079,2.537
5,38.5,12.68,1024.23,0.42663,24.44409841,2.537
5,38.5,12.7,1022.75,0.46365,26.56518817,2.54
5,38.5,12.36,1051.06,0.39479,22.61980079,2.472
5,38.5,12.7,1022.75,0.46365,26.56518817,2.54
5,38.5,12.83,1012.65,0.32175,18.43491706,2.565
5,38.5,12.54,1035.73,0.39479,22.61980079,2.508
5,38.5,12.37,1050.43,0.32175,18.43491706,2.473
5,38.5,12.68,1024.18,0.32175,18.43491706,2.537
5,38.5,12.68,1024.18,0.32175,18.43491706,2.537
5,38.5,12.04,1079.29,0.42663,24.44409841,2.407
5,38.5,12.68,1024.1,0.39479,22.61980079,2.537
5,38.5,12.18,1066.8,0.34877,19.98304902,2.435
5,38.5,12.04,1079.47,0.32175,18.43491706,2.407
5,38.5,12.18,1066.93,0.32175,18.43491706,2.435
5,38.5,12.04,1079.47,0.34877,19.98304902,2.407
5,38.5,12.08,1075.15,0.42663,24.44409841,2.417
5,38.5,11.89,1092.32,0.42663,24.44409841,2.379
5,38.5,11.89,1092.4,0.34877,19.98304902,2.379
5,38.5,11.76,1104.88,0.34877,19.98304902,2.353
5,38.5,10.77,1206.82,0.38051,21.80161706,2.154
5,38.5,11.11,1170.59,0.34877,19.98304902,2.221
5,38.5,10.98,1185.28,0.38051,21.80161706,2.195
5,38.5,10.77,1207.84,0.38051,21.80161706,2.154
5,38.5,11.24,1157.63,0.38051,21.80161706,2.248
5,38.5,10.64,1222.15,0.38051,21.80161706,2.128
5,38.5,10.46,1243.98,0.41822,23.96224091,2.091
5,38.5,10.64,1222.78,0.38051,21.80161706,2.128
5,38.5,8.88,1467.71,0.35877,20.55600682,1.776
5,38.5,9.21,1416.05,0.41822,23.96224091,1.841
5,38.5,9.02,1445.98,0.32175,18.43491706,1.803
5,38.5,9.02,1445.98,0.32175,18.43491706,1.803
5,38.5,8.54,1526.16,0.35877,20.55600682,1.709
5,38.5,8.71,1498.29,0.35877,20.55600682,1.741
5,38.5,8,1639.88,0,0,1.6
5,38.5,8.5,1550.45,0,0,1.7
5,38.5,7.76,1673.95,0.24498,14.03632007,1.553
5,38.5,7.5,1732.27,0.46365,26.56518817,1.5
5,50,8.5,1985.16,0,0,1.7
5,50,8.5,1985.16,0,0,1.7
5,50,8.5,1985.16,0,0,1.7
5,50,9,1882.62,0,0,1.8
5,50,9.26,1829,0,0,1.853
5,50,9,1877.5,0,0,1.8
5,50,9.76,1731.17,0,0,1.952
5,50,9,1879.76,0,0,1.8
5,50,9.53,1776.06,0,0,1.906
5,50,9.5,1782.11,0,0,1.9
5,50,9.26,1828.77,0,0,1.852
5,50,9.76,1735.58,0,0,1.952
5,50,9.76,1735.58,0,0,1.952
5,50,9.76,1735.58,0,0,1.952
5,50,9.76,1735.58,0,0,1.952
5,50,9.76,1735.58,0,0,1.952
5,50,9.76,1735.58,0,0,1.952
5,50,9.53,1778.35,-0.11066,-6.34,1.906
5,50,9.53,1778.35,-0.11066,-6.34,1.906
5,50,9.5,1783.53,0,0,1.9
5,50,9.5,1783.53,0,0,1.9
5,50,9.5,1783.53,0,0,1.9
5,50,9.5,1783.53,0,0,1.9
5,50,9.5,1783.53,0,0,1.9
5,50,9.5,1783.53,0,0,1.9
5,50,9.79,1731.41,-0.09967,-5.711,1.958
5,50,9.76,1737.1,-0.09967,-5.711,1.952
5,50,9.76,1737.1,-0.09967,-5.711,1.952
5,50,10,1692.59,0,0,2
5,50,10,1689.46,0,0,2
5,50,9.76,1735.11,-0.09967,-5.711,1.952
5,50,9.76,1732.56,0,0,1.952
5,50,10.26,1647.8,0,0,2.052
5,50,10,1691.05,0,0,2
5,50,10,1691.05,0,0,2
5,50,10,1690.37,0,0,2
5,50,9.76,1728.1,0,0,1.952
5,50,10,1687.26,0,0,2
5,50,10.03,1682.61,0.09066,5.194,2.005
5,50,10.26,1643.71,0.09967,5.711,2.052
5,50,9.76,1727.89,0,0,1.952
5,50,10,1686.9,0,0,2
5,50,10.02,1682.77,0,0,2.005
5,50,9.76,1728.02,0,0,1.952
5,50,10,1686.97,0,0,2
5,50,9.76,1728.1,0,0,1.952
5,50,10.26,1644.68,0,0,2.052
5,50,14.56,1158.49,0.2783,15.945,2.912
5,50,15.3,1106.48,0.1974,11.31,3.059
5,50,16.52,1021.52,-0.05876,-3.366,3.303
5,50,16.52,1021.52,-0.05876,-3.366,3.303
5,50,16.52,1021.52,-0.05876,-3.366,3.303
5,50,16,1054.36,0,0,3.2
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.52,1021.52,-0.05876,-3.366,3.303
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.77,1005.84,-0.05876,-3.366,3.354
5,50,16.52,1021.49,0,0,3.303
5,50,16.5,1022.46,0,0,3.3
5,50,16.76,1006.81,0,0,3.351
5,50,17.26,977.86,0,0,3.451
5,50,17,992.85,0,0,3.4
5,50,17,992.96,0,0,3.4
5,50,17,992.96,0,0,3.4
5,50,16.76,1007.23,0,0,3.351
5,50,17.01,991.81,0,0,3.403
5,50,17,992.66,0,0,3.4
5,50,17,992.66,0,0,3.4
5,50,16.76,1006.95,0,0,3.351
5,50,17,992.51,0,0,3.4
5,50,16.76,1006.81,0,0,3.351
5,50,16.52,1021.55,0,0,3.303
5,50,16.76,1006.81,0,0,3.351
5,50,16.52,1021.49,0,0,3.303
5,50,16.52,1021.43,0.05876,3.366,3.303
5,50,16.39,1029.8,0.24498,14.036,3.277
5,50,16.87,999.96,0.18535,10.62,3.375
5,50,16.98,993.77,0.23109,13.241,3.396
5,50,16.49,1022.93,0.24498,14.036,3.298
5,50,17.42,968.59,0.28605,16.39,3.483
5,50,16.93,996.13,0.24498,14.036,3.387
5,50,17.4,969.26,0.35877,20.556,3.481
5,50,16.93,996.63,0.35877,20.556,3.385
5,50,17.09,987.13,0.35877,20.556,3.418
5,50,17.08,987.38,0.30288,17.354,3.417
5,50,17.09,987.12,0.35877,20.556,3.418
5,50,17.14,984.03,0.43663,25.017,3.428
5,50,17.16,983.18,0.39061,22.38,3.431
5,50,17.23,979.25,0.43663,25.017,3.445
5,50,17.22,979.52,0.43663,25.017,3.444
5,50,17.11,985.83,0.48996,28.073,3.422
5,50,16.44,1026.06,0.43663,25.017,3.288
5,50,16.94,995.97,0.46365,26.565,3.387
5,50,17.22,979.58,0.43663,25.017,3.444
5,50,17.12,985.47,0.48996,28.073,3.424
5,50,17.59,959.44,0.54042,30.964,3.517
5,50,17.25,978.29,0.46365,26.565,3.45
5,50,17.51,963.83,0.48996,28.073,3.501
5,50,17.59,959.51,0.54042,30.964,3.517
5,50,16.9,998.2,0.54042,30.964,3.381
5,50,17.49,964.61,0.54042,30.964,3.499
5,50,17.34,973,0.62025,35.538,3.468
5,50,17.34,973.08,0.54042,30.964,3.468
5,50,17.27,977.06,0.62025,35.538,3.454
5,50,17.07,988.7,0.57134,32.735,3.414
5,50,17,992.89,0.57134,32.735,3.399
5,50,17.34,973.08,0.54042,30.964,3.468
5,50,17,992.89,0.62025,35.538,3.399
5,50,17.46,966.38,0.66597,38.157,3.492
5,50,17.56,960.98,0.62025,35.538,3.512
5,50,17.2,980.95,0.62025,35.538,3.441
5,50,17.63,957.34,0.63275,36.254,3.526
5,50,17.56,961.28,0.588,33.69,3.512
5,50,17.22,980.32,0.66597,38.157,3.444
5,50,16.76,1007.35,0.62025,35.538,3.352
5,50,17.51,964.18,0.66597,38.157,3.502
5,50,17.15,984.06,0.62025,35.538,3.431
5,50,17.51,963.96,0.66597,38.157,3.502
5,50,17.11,986.47,0.66597,38.157,3.422
5,50,17.17,983.12,0.66597,38.157,3.434
5,50,17.11,986.47,0.66597,38.157,3.422
5,50,16.86,1000.92,0.62025,35.538,3.372
5,50,16.8,1004.4,0.62025,35.538,3.361
5,50,16.8,1004.4,0.62025,35.538,3.361
5,50,17.17,982.93,0.70226,40.236,3.434
5,50,17.07,988.91,0.70226,40.236,3.413
5,50,17.07,989.01,0.66597,38.157,3.413
5,50,17.39,970.66,0.74542,42.709,3.478
5,50,17.04,990.29,0.74195,42.51,3.409
5,50,17.69,954.14,0.74542,42.709,3.538
5,50,17.69,954.14,0.74542,42.709,3.538
5,50,17.03,991.25,0.70226,40.236,3.406
5,50,17.02,991.75,0.70226,40.236,3.404
5,50,17.03,991.25,0.70226,40.236,3.406
5,50,16.99,993.39,0.7854,45,3.399
5,50,17.35,973.28,0.82538,47.291,3.469
5,50,17.73,952.38,0.90483,51.843,3.545
5,50,17.37,972.11,0.82538,47.291,3.473
5,50,16.8,1004.73,0.95055,54.462,3.361
5,50,17.17,983.49,0.95055,54.462,3.433
5,50,17.21,980.71,0.98279,56.31,3.443
5,50,17.27,977.43,0.99946,57.265,3.454
5,50,17.2,981.15,0.95055,54.462,3.441
5,50,17.62,958.23,0.98279,56.31,3.523
5,50,16.93,997.05,0.95055,54.462,3.386
5,50,17.27,977.23,0.98279,56.31,3.454
5,50,16.93,997.05,0.95055,54.462,3.386
5,50,16.99,993.11,1.03038,59.036,3.399
5,50,17.27,977.23,0.95055,54.462,3.454
5,50,17.07,988.7,1.03038,59.036,3.414
5,50,17.07,988.62,0.99946,57.265,3.414
5,50,16.9,998.28,1.08084,61.928,3.381
5,50,17,992.66,1.08084,61.928,3.4
5,50,16.67,1012.45,1.08084,61.928,3.334
5,50,17,992.75,1.08084,61.928,3.4
5,50,17.35,972.99,1.08084,61.928,3.469
5,50,17.46,966.85,1.05841,60.642,3.491
5,50,17.02,991.46,1.13417,64.983,3.404
5,50,17.23,979.7,1.08084,61.928,3.445
5,50,17.14,984.68,1.18019,67.62,3.428
5,50,16.68,1011.71,1.15839,66.371,3.336
5,50,16.82,1003.67,1.19029,68.199,3.363
5,50,17.16,983.82,1.13417,64.983,3.431
5,50,17.6,959.09,1.18019,67.62,3.52
5,50,17.09,987.85,1.21203,69.444,3.418
5,50,17.26,978.19,1.28474,73.611,3.452
5,50,16.61,1016.62,1.21203,69.444,3.321
5,50,17.56,961.54,1.26791,72.646,3.512
5,50,17.56,961.66,1.2315,70.56,3.512
5,50,17.42,969.31,1.28474,73.611,3.483
5,50,17.42,969.31,1.26791,72.646,3.483
5,50,17.17,983.2,1.33971,76.76,3.434
5,50,16.68,1011.78,1.32582,75.964,3.336
5,50,17.36,971.97,1.39612,79.992,3.473
5,50,16.87,1000.13,1.33971,76.76,3.375
5,50,17.07,988.76,1.33971,76.76,3.413
5,50,16.77,1006.15,1.38545,79.38,3.354
5,50,17.07,988.6,1.33971,76.76,3.413
5,50,17.26,977.34,1.39612,79.992,3.453
5,50,17.4,969.51,1.39612,79.992,3.48
5,50,17.12,985.59,1.45369,83.29,3.423
5,50,16.77,1005.72,1.50838,86.424,3.354
5,50,16.98,993.44,1.38545,79.38,3.396
5,50,17.36,971.61,1.39612,79.992,3.473
5,50,16.8,1004.07,1.26791,72.646,3.361
5,50,16.69,1011.12,1.39612,79.992,3.337
5,50,16.83,1002.97,1.33971,76.76,3.365
5,50,17.4,969.81,1.28474,73.611,3.481
5,50,15.98,1056.67,1.24905,71.565,3.197
5,50,17.6,959.75,1.18019,67.62,3.52
5,50,17.46,967.08,1.15839,66.371,3.493
5,50,17.46,967.39,1.13095,64.799,3.492
5,50,16.4,1028.82,0.9151,52.431,3.28
5,50,16.68,1011.19,0.82885,47.49,3.337
5,50,17.01,991.95,0.82538,47.291,3.401
5,50,17.37,971.38,0.90483,51.843,3.473
5,50,16.65,1012.89,0.82538,47.291,3.331
5,50,17.35,972.48,0.74542,42.709,3.469
5,50,17.04,989.66,0.74542,42.709,3.409
5,50,17.07,988.39,0.6557,37.569,3.413
5,50,16.11,1046.91,0.62025,35.538,3.222
5,50,17.11,985.85,0.62025,35.538,3.422
5,50,16.82,1002.95,0.66597,38.157,3.364
5,50,16.58,1017.63,0.62025,35.538,3.315
5,50,16.39,1029.27,0.51915,29.745,3.278
5,50,16.39,1029.3,0.48996,28.073,3.278
5,50,16.91,997.27,0.48996,28.073,3.383
5,50,17,992.23,0.48996,28.073,3.4
5,50,17,992.23,0.48996,28.073,3.4
5,50,17.11,985.83,0.46365,26.565,3.422
5,50,16.55,1019.02,0.43663,25.017,3.311
5,50,16.49,1023.06,0.38051,21.801,3.298
5,50,16.82,1003.17,0.35877,20.556,3.363
5,50,16.62,1014.85,0.38051,21.801,3.324
5,50,16.77,1005.63,0.35877,20.556,3.355
5,50,16.45,1025.14,0.30288,17.354,3.291
5,50,16.76,1006.27,0.30288,17.354,3.353
5,50,16.46,1024.98,0.30288,17.354,3.291
5,50,16.8,1003.87,0.30288,17.354,3.361
5,50,16.68,1011.18,0.24498,14.036,3.336
5,50,16.68,1011.21,0.23109,13.241,3.336
5,50,16.39,1029.45,0.18535,10.62,3.277
5,50,16.87,999.61,0.24498,14.036,3.375
5,50,16.58,1017.47,0.17467,10.008,3.316
5,50,16.39,1029.45,0.24498,14.036,3.277
5,50,16.49,1022.84,0.24498,14.036,3.298
5,50,16.49,1022.88,0.24498,14.036,3.298
5,50,16.63,1014.6,0.30288,17.354,3.326
5,50,16.46,1025.19,0.30288,17.354,3.292
5,50,16.62,1015.17,0.38051,21.801,3.324
5,50,16.37,1030.94,0.35877,20.556,3.274
5,50,16.68,1011.71,0.43663,25.017,3.336
5,50,16.44,1026.6,0.48996,28.073,3.288
5,50,16.33,1033.23,0.48996,28.073,3.266
5,50,16.73,1009.02,0.51915,29.745,3.345
5,50,16.82,1003.67,0.54042,30.964,3.363
5,50,16.47,1024.58,0.51915,29.745,3.294
5,50,16.64,1013.94,0.57134,32.735,3.329
5,50,17.2,980.85,0.62025,35.538,3.441
5,50,16.58,1017.99,0.62025,35.538,3.315
5,50,16.82,1003.35,0.70226,40.236,3.363
5,50,16.45,1025.48,0.60554,34.695,3.291
5,50,16.68,1011.34,0.70226,40.236,3.337
5,50,16.65,1013.19,0.74195,42.51,3.331
5,50,16.62,1014.99,0.7854,45,3.325
5,50,16.27,1036.96,0.74195,42.51,3.254
5,50,16.34,1032.59,0.9151,52.431,3.268
5,50,15.36,1098.62,0.96525,55.305,3.072
5,50,16.86,1000.62,0.99946,57.265,3.373
5,50,16.52,1021.64,0.99946,57.265,3.303
5,50,16.39,1029.46,1.08084,61.928,3.278
5,50,16.56,1018.56,1.05165,60.255,3.312
