D:\all my files\documents\uvm\5_masters\hive\github_directory\HIVE\vision\find_alpha_routine.py,,,,,,
N [bit], Size [mm], Size [px], Dist [mm], Angle [rad], Angle [deg], Alpha [px/bit]
5,38.5,20.81,624.83,0.197396738,11.31,4.163
5,38.5,20.14,645.29,0.257261532,14.74,4.029
5,38.5,20.72,627.15,0.336674013,19.29,4.144
5,38.5,21.2,612.73,0.336674013,19.29,4.241
5,38.5,21.69,599.1,0.380481777,21.8,4.337
5,38.5,21.74,597.58,0.422893278,24.23,4.347
5,38.5,20.58,630.99,0.507192681,29.06,4.117
5,38.5,21.74,597.56,0.540353936,30.96,4.347
5,38.5,21.28,610.42,0.548556984,31.43,4.256
5,38.5,20.68,628.07,0.588001425,33.69,4.136
5,38.5,22.04,589.33,0.682423738,39.1,4.408
5,38.5,21.47,605.27,0.918043187,52.6,4.293
5,38.5,22.27,583.47,0.945270323,54.16,4.455
5,38.5,21.28,611.75,1.19031455,68.2,4.257
5,38.5,21.28,612.24,1.128529894,64.66,4.256
5,38.5,21.54,605.04,1.19031455,68.2,4.308
5,38.5,21.54,605.19,1.19031455,68.2,4.308
5,38.5,21.37,610.32,1.234122314,70.71,4.273
5,38.5,21.08,618.32,1.172337659,67.17,4.216
5,38.5,21.39,607.78,1.045975821,59.93,4.278
5,38.5,20.68,628.38,0.996583003,57.1,4.136
5,38.5,21.02,618.07,0.881914871,50.53,4.203
5,38.5,20.87,622.3,0.817686755,46.85,4.174
5,38.5,20.17,643.96,0.785398163,45,4.034
5,38.5,21.8,595.9,0.625526004,35.84,4.36
5,38.5,21.29,610.16,0.614704963,35.22,4.259
5,38.5,21.44,605.8,0.548556984,31.43,4.289
5,38.5,21.54,603.21,0.563392283,32.28,4.307
5,38.5,21.14,614.62,0.507192681,29.06,4.227
5,38.5,20.91,621.23,0.442440965,25.35,4.182
5,38.5,20.91,621.11,0.4845034,27.76,4.183
5,38.5,21.08,616.22,0.380481777,21.8,4.216
5,38.5,20.72,626.88,0.291469985,16.7,4.144
5,38.5,21.36,608.05,0.278380016,15.95,4.272
5,38.5,21.23,611.77,0.245044227,14.04,4.246
5,38.5,21.3,609.73,0.223402144,12.8,4.261
5,38.5,20.89,621.94,0.188146493,10.78,4.177
5,38.5,20.57,631.63,0.049916417,2.86,4.115
5,38.5,20.37,638.2,0,0,4.075
5,38.5,20.57,632.4,0.045378561,2.6,4.115
5,38.5,20.79,625.89,0.047647489,2.73,4.158
5,38.5,21.36,609.41,0.179943446,10.31,4.272
5,38.5,20.52,633.93,0.047647489,2.73,4.105
5,38.5,20.8,625.4,0.094945911,5.44,4.161
5,38.5,19.6,663.43,0.0996583,5.71,3.92
5,38.5,20.22,642.95,0.148876585,8.53,4.045
5,38.5,20.6,631.17,0.188146493,10.78,4.12
5,38.5,20.21,643.2,0.197396738,11.31,4.041
5,38.5,20.32,639.57,0.245044227,14.04,4.064
5,38.5,19.79,656.6,0.2708751,15.52,3.957
5,38.5,19.47,667.24,0.390604687,22.38,3.894
5,38.5,19.83,654.96,0.418180889,23.96,3.966
5,38.5,19.7,659.38,0.418180889,23.96,3.94
5,38.5,19.35,671.11,0.512428668,29.36,3.871
5,38.5,19.82,655.38,0.531801823,30.47,3.964
5,38.5,20.67,628.32,0.574387857,32.91,4.134
5,38.5,20.75,625.81,0.614704963,35.22,4.151
5,38.5,20.66,628.75,0.652927673,37.41,4.132
5,38.5,20.56,631.77,0.751015177,43.03,4.112
5,38.5,19.86,654.03,0.682423738,39.1,3.972
5,38.5,20.53,632.68,0.852069741,48.82,4.106
5,38.5,20.62,629.87,0.881914871,50.53,4.124
5,38.5,20.62,630.05,0.888547122,50.91,4.123
5,38.5,20.13,645.37,0.938114473,53.75,4.025
5,38.5,20.18,643.6,0.956091364,54.78,4.036
5,38.5,20.28,640.48,1.086292926,62.24,4.056
5,38.5,19.72,658.54,1.039169037,59.54,3.945
5,38.5,19.35,671.4,1.083849465,62.1,3.869
5,38.5,21.04,617.32,1.172337659,67.17,4.208
5,38.5,20.49,633.78,1.19031455,68.2,4.099
5,38.5,20.27,640.99,1.234122314,70.71,4.053
5,38.5,20.24,641.7,1.265014642,72.48,4.049
5,38.5,20.4,636.73,1.279326342,73.3,4.081
5,38.5,19.62,662.3,1.217890752,69.78,3.923
5,38.5,19.3,673.2,1.249132146,71.57,3.859
5,38.5,20.58,631.35,1.217890752,69.78,4.115
5,38.5,19.31,672.58,1.199913861,68.75,3.863
5,38.5,19.84,655,0.996583003,57.1,3.968
5,38.5,20.94,620.63,0.982794902,56.31,4.188
5,38.5,20.55,632.73,0.927293432,53.13,4.11
5,38.5,20.71,628.06,0.956091364,54.78,4.141
5,38.5,20.28,641.23,0.918043187,52.6,4.057
5,38.5,19.19,677.92,0.927293432,53.13,3.838
5,38.5,19.45,668.78,0.751015177,43.03,3.89
5,38.5,19.18,678.36,0.708603676,40.6,3.835
5,38.5,19.53,665.83,0.708603676,40.6,3.907
5,38.5,19.86,654.65,0.643502895,36.87,3.971
5,38.5,21.02,618.29,0.548556984,31.43,4.204
5,38.5,20.59,631.1,0.507192681,29.06,4.118
5,38.5,20.47,634.85,0.463733982,26.57,4.093
5,38.5,20.24,641.81,0.442440965,25.35,4.049
5,38.5,20.63,629.75,0.380481777,21.8,4.126
5,38.5,21.08,616.29,0.380481777,21.8,4.216
5,38.5,20.25,641.51,0.353080108,20.23,4.05
5,38.5,20.58,631.29,0.336674013,19.29,4.115
5,38.5,20.24,641.59,0.305956218,17.53,4.049
5,38.5,19.93,651.58,0.305956218,17.53,3.987
5,38.5,19.77,657.04,0.305956218,17.53,3.954
5,38.5,20.4,636.64,0.291469985,16.7,4.081
5,38.5,20.59,630.97,0.257261532,14.74,4.118
5,38.5,20.58,631.48,0.245044227,14.04,4.115
5,38.5,20.92,621.11,0.245044227,14.04,4.185
5,38.5,20.21,643.27,0.197396738,11.31,4.041
5,38.5,20.22,642.95,0.148876585,8.53,4.045
5,38.5,20.72,627.69,0.141895268,8.13,4.144
5,38.5,20.6,631.58,0.0996583,5.71,4.119
5,38.5,20.33,640.11,0.0996583,5.71,4.066
5,38.5,20.56,633.04,0.049916417,2.86,4.112
5,38.5,20.29,641.38,0.049916417,2.86,4.059
5,38.5,20.29,641.38,0.049916417,2.86,4.059
5,38.5,20.56,633.04,0.049916417,2.86,4.112
5,38.5,20.56,633.04,0.049916417,2.86,4.112
5,38.5,20.56,633.14,0.047647489,2.73,4.112
5,38.5,20.54,634.03,0,0,4.107
5,38.5,20.78,626.73,0.045378561,2.6,4.156
5,38.5,20.79,626.65,0.047647489,2.73,4.159
5,38.5,20.79,626.98,0.094945911,5.44,4.158
5,38.5,20.56,634.19,0.094945911,5.44,4.112
5,38.5,20.56,634.19,0.094945911,5.44,4.112
5,38.5,20.56,634.19,0.094945911,5.44,4.112
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,20.02,651.16,0.049916417,2.86,4.005
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,20.83,626.04,0.094945911,5.44,4.166
5,38.5,19.79,658.76,0.049916417,2.86,3.959
5,38.5,20.56,634.19,0.0996583,5.71,4.112
5,38.5,20.56,634.19,0.0996583,5.71,4.112
5,38.5,20.02,651.16,0.049916417,2.86,4.005
5,38.5,20.56,634.19,0.0996583,5.71,4.112
5,38.5,20.56,634.19,0.0996583,5.71,4.112
5,38.5,19.6,665.2,0.104894288,6.01,3.92
5,38.5,20.79,627.14,0.047647489,2.73,4.158
5,38.5,20.79,627.14,0.047647489,2.73,4.158
5,38.5,19.79,658.76,0.0996583,5.71,3.959
5,38.5,20.79,627.14,0.047647489,2.73,4.158
5,38.5,20.79,627.14,0.047647489,2.73,4.158
5,38.5,19.79,659.3,0.05253441,3.01,3.959
5,38.5,21.04,620.55,-0.049916417,-2.86,4.207
5,38.5,21.02,620.92,0.047647489,2.73,4.205
5,38.5,20.57,632.89,0.045378561,2.6,4.115
5,38.5,20.12,646.53,0.148876585,8.53,4.025
5,38.5,20.38,638.33,0.094945911,5.44,4.076
5,38.5,20.38,638.33,0.094945911,5.44,4.076
5,38.5,20.16,645.22,0.0996583,5.71,4.032
5,38.5,20.1,647.11,0.0996583,5.71,4.02
5,38.5,19.95,652.01,0.148876585,8.53,3.989
5,38.5,20.11,646.65,0.197396738,11.31,4.022
5,38.5,19.47,667.45,0.486946861,27.9,3.893
5,38.5,19.36,671.28,0.439822972,25.2,3.872
5,38.5,18.72,694.4,0.540353936,30.96,3.744
5,38.5,19.49,667.07,0.602313125,34.51,3.897
5,38.5,19.32,673,0.666017643,38.16,3.863
5,38.5,19.89,653.43,0.751015177,43.03,3.979
5,38.5,19.51,666.35,0.785398163,45,3.902
5,38.5,19.11,680.28,0.785398163,45,3.822
5,38.5,19.18,677.87,0.86219265,49.4,3.835
5,38.5,19.25,675.04,0.927293432,53.13,3.851
5,38.5,19.25,675.04,0.896052038,51.34,3.851
5,38.5,19.31,673.23,0.896052038,51.34,3.861
5,38.5,19.42,669.27,0.982794902,56.31,3.885
5,38.5,19.3,673.7,1.039169037,59.54,3.859
5,38.5,18.8,691.64,0.982794902,56.31,3.759
5,38.5,19.56,664.46,0.968483202,55.49,3.913
5,38.5,19.64,661.86,0.996583003,57.1,3.928
5,38.5,19.72,659.1,1.039169037,59.54,3.945
5,38.5,19.64,661.86,0.996583003,57.1,3.928
5,38.5,19.56,664.38,0.996583003,57.1,3.913
5,38.5,18.36,707.96,1.058367658,60.64,3.672
5,38.5,19.72,658.88,1.039169037,59.54,3.945
5,38.5,19.39,670.29,1.012290966,58,3.877
5,38.5,18.68,695.59,1.130973355,64.8,3.735
5,38.5,19.01,683.15,1.107236877,63.44,3.803
5,38.5,19.24,675.01,1.152615438,66.04,3.849
5,38.5,19.24,675.03,1.130973355,64.8,3.849
5,38.5,18.79,691.37,1.130973355,64.8,3.758
5,38.5,19.01,683.13,1.083849465,62.1,3.803
5,38.5,18.34,708.3,1.107236877,63.44,3.668
5,38.5,19.15,678.41,1.058367658,60.64,3.829
5,38.5,18.95,685.27,1.058367658,60.64,3.791
5,38.5,17.98,722.55,1.012290966,58,3.595
5,38.5,18.16,715.28,0.86219265,49.4,3.632
5,38.5,18.02,720.65,0.540353936,30.96,3.605
5,38.5,18.8,690.83,0.486946861,27.9,3.76
5,38.5,19.58,663.45,0.463733982,26.57,3.915
5,38.5,19.05,681.77,0.370882466,21.25,3.81
5,38.5,18.99,684.07,0.339292007,19.44,3.797
5,38.5,18.97,684.55,0.321838714,18.44,3.795
5,38.5,18.68,695.27,0.2708751,15.52,3.736
5,38.5,18.44,704.41,0.218689755,12.53,3.688
5,38.5,19.13,679.13,0.156556034,8.97,3.825
5,38.5,19.53,665.22,0.156556034,8.97,3.906
5,38.5,19.66,660.68,0.148876585,8.53,3.933
5,38.5,18.89,687.97,0.104894288,6.01,3.778
5,38.5,18.62,698.03,0.05253441,3.01,3.724
5,38.5,19.56,664.51,0.049916417,2.86,3.913
5,38.5,17.78,730.63,0.110653875,6.34,3.557
5,38.5,19.31,672.88,0.0996583,5.71,3.862
5,38.5,19.04,682.24,0.104894288,6.01,3.808
5,38.5,18.01,721.04,0.05550147,3.18,3.603
5,38.5,18.84,689.53,0.110653875,6.34,3.767
5,38.5,19.3,673.14,0.05253441,3.01,3.859
5,38.5,19.04,682.24,0.104894288,6.01,3.808
5,38.5,18.53,701.12,0.05550147,3.18,3.705
5,38.5,18.54,700.58,0.05550147,3.18,3.708
5,38.5,17.61,737.38,0.110653875,6.34,3.523
5,38.5,18.62,697.49,0.165108147,9.46,3.724
5,38.5,18.46,703.59,0.165108147,9.46,3.692
5,38.5,18.44,704.4,0.218689755,12.53,3.688
5,38.5,18.74,692.93,0.207519648,11.89,3.749
5,38.5,17.95,723.54,0.218689755,12.53,3.59
5,38.5,19,683.85,0.2708751,15.52,3.799
5,38.5,18.35,707.89,0.2708751,15.52,3.67
5,38.5,18.22,712.91,0.358839694,20.56,3.644
5,38.5,18.51,701.59,0.339292007,19.44,3.703
5,38.5,18.26,711.47,0.412421302,23.63,3.651
5,38.5,18.34,708.28,0.463733982,26.57,3.668
5,38.5,18.81,690.7,0.531801823,30.47,3.761
5,38.5,18.39,706.68,0.620290016,35.54,3.679
5,38.5,18.2,714.24,0.666017643,38.16,3.641
5,38.5,18.55,700.72,0.666017643,38.16,3.711
5,38.5,18.2,714.06,0.666017643,38.16,3.641
5,38.5,16.98,765.41,0.785398163,45,3.396
5,38.5,17,764.06,0.785398163,45,3.4
5,38.5,17.69,734.14,0.825366203,47.29,3.538
5,38.5,17.82,728.92,0.950506311,54.46,3.564
5,38.5,18.16,715.17,0.86219265,49.4,3.632
5,38.5,17.21,754.81,0.965341609,55.31,3.442
5,38.5,17.87,727.19,0.982794902,56.31,3.573
5,38.5,18.03,720.77,0.982794902,56.31,3.606
5,38.5,17.98,722.86,0.938114473,53.75,3.596
5,38.5,17.97,723.42,0.982794902,56.31,3.593
5,38.5,17.97,723.42,0.938114473,53.75,3.593
5,38.5,18.22,713.46,0.950506311,54.46,3.643
5,38.5,18.18,715.17,0.825366203,47.29,3.635
5,38.5,17.69,734.46,0.825366203,47.29,3.538
5,38.5,18.42,705.47,0.748397183,42.88,3.684
5,38.5,18.55,700.22,0.674744289,38.66,3.711
5,38.5,17.85,727.6,0.666017643,38.16,3.571
5,38.5,18.04,719.98,0.632681854,36.25,3.608
5,38.5,17.25,752.96,0.489913921,28.07,3.45
5,38.5,17.89,726.08,0.463733982,26.57,3.578
5,38.5,18.23,712.44,0.463733982,26.57,3.646
5,38.5,17.6,737.96,0.412421302,23.63,3.52
5,38.5,18.21,713.35,0.339292007,19.44,3.642
5,38.5,17.89,726.15,0.339292007,19.44,3.578
5,38.5,18.5,702.19,0.321838714,18.44,3.7
5,38.5,17.75,732.12,0.321838714,18.44,3.55
5,38.5,16.98,765.47,0.245044227,14.04,3.396
5,38.5,17.58,739.49,0.245044227,14.04,3.516
5,38.5,17.77,732.1,0.218689755,12.53,3.554
5,38.5,17.9,727.01,0.165108147,9.46,3.579
5,38.5,17.9,727.27,0.165108147,9.46,3.579
5,38.5,18.07,720.77,0.110653875,6.34,3.614
5,38.5,17.8,732.05,0.058817596,3.37,3.56
5,38.5,16.53,789.7,0.062482787,3.58,3.306
5,38.5,17.76,735.15,0.05550147,3.18,3.551
5,38.5,17.77,731.68,0.058817596,3.37,3.554
5,38.5,18.01,721.63,0.05550147,3.18,3.603
5,38.5,17.01,764.01,0,0,3.403
5,38.5,17.57,740.35,0.05550147,3.18,3.514
5,38.5,18.11,718.29,0.110653875,6.34,3.622
5,38.5,17.68,735.6,0.165108147,9.46,3.537
5,38.5,17.9,726.65,0.110653875,6.34,3.579
5,38.5,17.26,753.23,0.174707458,10.01,3.453
5,38.5,17.26,753.13,0.174707458,10.01,3.453
5,38.5,17.07,761.76,0.174707458,10.01,3.413
5,38.5,17.47,744.28,0.218689755,12.53,3.493
5,38.5,17.59,738.81,0.218689755,12.53,3.519
5,38.5,17.59,738.76,0.286059464,16.39,3.518
5,38.5,17.61,738.05,0.339292007,19.44,3.521
5,38.5,17.42,745.94,0.286059464,16.39,3.483
5,38.5,17.4,746.77,0.339292007,19.44,3.479
5,38.5,17.24,753.39,0.358839694,20.56,3.448
5,38.5,17.09,760.13,0.358839694,20.56,3.418
5,38.5,17.41,745.9,0.339292007,19.44,3.483
5,38.5,17.42,745.75,0.358839694,20.56,3.483
5,38.5,17.46,743.73,0.412421302,23.63,3.493
5,38.5,17.68,734.69,0.412421302,23.63,3.536
5,38.5,17.34,748.96,0.412421302,23.63,3.468
5,38.5,17.22,754.27,0.436681379,25.02,3.444
5,38.5,17.56,739.69,0.412421302,23.63,3.512
5,38.5,17.56,739.84,0.439822972,25.2,3.511
5,38.5,17.44,744.61,0.463733982,26.57,3.489
5,38.5,16.78,774.13,0.463733982,26.57,3.356
5,38.5,16.78,774.19,0.412421302,23.63,3.356
5,38.5,17.35,748.96,0.463733982,26.57,3.469
5,38.5,17.25,753.12,0.540353936,30.96,3.45
5,38.5,17.16,757.17,0.571420797,32.74,3.431
5,38.5,17.59,738.72,0.540353936,30.96,3.517
5,38.5,17.25,753.09,0.512428668,29.36,3.45
5,38.5,17.49,742.61,0.540353936,30.96,3.499
5,38.5,17.41,745.92,0.540353936,30.96,3.483
5,38.5,17.34,749.02,0.540353936,30.96,3.468
5,38.5,16.47,788.64,0.489913921,28.07,3.294
5,38.5,16.64,780.42,0.571420797,32.74,3.329
5,38.5,16.64,780.42,0.571420797,32.74,3.329
5,38.5,16.88,769.61,0.540353936,30.96,3.375
5,38.5,17.2,755.01,0.620290016,35.54,3.441
5,38.5,17.51,741.92,0.632681854,36.25,3.502
5,38.5,15.76,824.63,0.643502895,36.87,3.151
5,38.5,16.58,783.64,0.60562925,34.7,3.317
5,38.5,17.23,754.13,0.632681854,36.25,3.447
5,38.5,17.11,759.76,0.666017643,38.16,3.422
5,38.5,16.72,777.41,0.6557202,37.57,3.344
5,38.5,17.07,761.81,0.666017643,38.16,3.413
5,38.5,17.03,763.35,0.702320491,40.24,3.406
5,38.5,17.69,734.77,0.745430124,42.71,3.538
5,38.5,16.28,798.65,0.741939465,42.51,3.256
5,38.5,16.3,797.52,0.702320491,40.24,3.26
5,38.5,17.02,763.74,0.666017643,38.16,3.404
5,38.5,16.3,797.32,0.702320491,40.24,3.26
5,38.5,16.32,796.44,0.702320491,40.24,3.263
5,38.5,16.63,781.43,0.785398163,45,3.326
5,38.5,17.7,734.06,0.86219265,49.4,3.541
5,38.5,15.98,813.33,0.915076127,52.43,3.196
5,38.5,17.37,748.35,0.825366203,47.29,3.473
5,38.5,17.04,762.44,0.904778684,51.84,3.409
5,38.5,17.4,746.79,0.938114473,53.75,3.48
5,38.5,17.4,746.79,0.938114473,53.75,3.48
5,38.5,17.08,760.75,0.950506311,54.46,3.416
5,38.5,16.76,775.34,0.915076127,52.43,3.352
5,38.5,16.76,775.34,0.868650369,49.77,3.352
5,38.5,16.8,773.25,0.915076127,52.43,3.361
5,38.5,16.17,803.67,0.965341609,55.31,3.233
5,38.5,17.2,755.2,0.950506311,54.46,3.441
5,38.5,16.58,783.79,0.950506311,54.46,3.315
5,38.5,16.93,767.41,1.03044239,59.04,3.386
5,38.5,17.34,749.1,1.03044239,59.04,3.468
5,38.5,17.69,734.44,1.03044239,59.04,3.538
5,38.5,18.03,720.61,0.982794902,56.31,3.606
5,38.5,18.03,720.61,0.982794902,56.31,3.606
5,38.5,16.93,767.41,1.03044239,59.04,3.386
5,38.5,16.58,783.79,0.950506311,54.46,3.315
5,38.5,17.21,754.76,0.915076127,52.43,3.443
5,38.5,16.8,773.31,0.950506311,54.46,3.361
5,38.5,17.17,756.93,0.982794902,56.31,3.434
5,38.5,16.76,775.49,0.868650369,49.77,3.352
5,38.5,17.09,760.45,0.876155285,50.2,3.418
5,38.5,16.64,781.34,0.828856862,47.49,3.328
5,38.5,17.69,735.07,0.745430124,42.71,3.538
5,38.5,17.01,764.77,0.745430124,42.71,3.401
5,38.5,17.03,763.9,0.702320491,40.24,3.406
5,38.5,17.4,747.48,0.708603676,40.6,3.481
5,38.5,17.43,746.41,0.702320491,40.24,3.485
5,38.5,17.46,744.69,0.702320491,40.24,3.492
5,38.5,16.58,783.64,0.60562925,34.7,3.317
5,38.5,17.22,754.56,0.666017643,38.16,3.444
5,38.5,17.41,746.9,0.571420797,32.74,3.483
5,38.5,16.91,769.07,0.463733982,26.57,3.381
5,38.5,15.9,817.37,0.404916386,23.2,3.181
5,38.5,17.34,749.32,0.463733982,26.57,3.468
5,38.5,16.82,772.63,0.380481777,21.8,3.363
5,38.5,16.95,766.48,0.358839694,20.56,3.39
5,38.5,17.09,760.24,0.358839694,20.56,3.418
5,38.5,17.09,760.29,0.358839694,20.56,3.418
5,38.5,16.93,767.65,0.358839694,20.56,3.385
5,38.5,17.11,759.32,0.286059464,16.39,3.422
5,38.5,17.11,759.32,0.286059464,16.39,3.422
5,38.5,16.98,765.2,0.231081593,13.24,3.396
5,38.5,16.77,774.49,0.174707458,10.01,3.354
5,38.5,15.13,858.42,0.13247049,7.59,3.027
5,38.5,16.85,771.17,0.124441976,7.13,3.369
5,38.5,17.07,761,0.058817596,3.37,3.415
5,38.5,16.85,771.22,0.117111593,6.71,3.369
5,38.5,17.03,762.86,0.058817596,3.37,3.406
5,38.5,16.77,774.54,0.058817596,3.37,3.354
5,38.5,16.51,786.64,0.058817596,3.37,3.303
5,38.5,16.53,785.81,0.058817596,3.37,3.306
5,38.5,16.77,774.46,0.062482787,3.58,3.354
5,38.5,16.52,786.57,0,0,3.303
5,38.5,17.03,762.91,0.058817596,3.37,3.406
5,38.5,17.05,762.25,0,0,3.409
5,38.5,16.27,798.65,0.062482787,3.58,3.255
5,38.5,16.77,774.87,0.058817596,3.37,3.354
5,38.5,16.3,801.4,0.062482787,3.58,3.261
5,38.5,16.14,809.29,0.185353967,10.62,3.228
5,38.5,16.12,809.82,0.124441976,7.13,3.225
5,38.5,16.49,791.82,0.174707458,10.01,3.297
5,38.5,16.09,811.48,0.185353967,10.62,3.217
5,38.5,16.49,791.06,0.245044227,14.04,3.298
5,38.5,16.2,805.27,0.245044227,14.04,3.239
5,38.5,16.01,814.34,0.260577657,14.93,3.202
5,38.5,15.35,848.37,0.260577657,14.93,3.071
5,38.5,16.46,790.95,0.302814625,17.35,3.292
5,38.5,16.14,806.51,0.302814625,17.35,3.227
5,38.5,16.13,806.53,0.358839694,20.56,3.226
5,38.5,15.84,821.51,0.380481777,21.8,3.167
5,38.5,16.16,805.51,0.380481777,21.8,3.231
5,38.5,16.68,780.26,0.412421302,23.63,3.336
5,38.5,15.77,825.39,0.436681379,25.02,3.154
5,38.5,16.23,802.2,0.436681379,25.02,3.246
5,38.5,15.77,825.23,0.463733982,26.57,3.154
5,38.5,15.89,819,0.489913921,28.07,3.178
5,38.5,16.47,789.98,0.571420797,32.74,3.295
5,38.5,15.45,842.06,0.551698577,31.61,3.09
5,38.5,16.39,793.95,0.489913921,28.07,3.278
5,38.5,16.64,781.62,0.571420797,32.74,3.329
5,38.5,15.96,815.04,0.519235452,29.75,3.192
5,38.5,15.76,825.51,0.643502895,36.87,3.151
5,38.5,15.71,828.02,0.643502895,36.87,3.142
5,38.5,16.03,811.6,0.741939465,42.51,3.205
5,38.5,15.98,813.92,0.694815575,39.81,3.196
5,38.5,16.28,799.13,0.741939465,42.51,3.256
5,38.5,16.65,781.12,0.741939465,42.51,3.331
5,38.5,15.96,815.28,0.741939465,42.51,3.191
5,38.5,16.28,799,0.741939465,42.51,3.256
5,38.5,15.6,833.7,0.833045652,47.73,3.119
5,38.5,16.29,798.3,0.745430124,42.71,3.257
5,38.5,16.35,795.28,0.915076127,52.43,3.269
5,38.5,15.96,814.6,0.915076127,52.43,3.191
5,38.5,15.62,832.01,0.876155285,50.2,3.124
5,38.5,16.06,809.32,0.915076127,52.43,3.212
5,38.5,16.01,811.65,0.915076127,52.43,3.202
5,38.5,16.4,792.33,0.915076127,52.43,3.28
5,38.5,16.4,792.33,0.915076127,52.43,3.28
5,38.5,16.01,811.65,0.915076127,52.43,3.202
5,38.5,15.71,827.36,0.915076127,52.43,3.142
5,38.5,16.36,794.26,0.868650369,49.77,3.273
5,38.5,15.98,813.37,0.876155285,50.2,3.196
5,38.5,15.68,829,0.785398163,45,3.137
5,38.5,15.24,853.56,0.737750675,42.27,3.049
5,38.5,16.11,808.62,0.60562925,34.7,3.221
5,38.5,16.11,808.73,0.6557202,37.57,3.222
5,38.5,15.76,826.97,0.60562925,34.7,3.151
5,38.5,15.13,860.55,0.643502895,36.87,3.027
5,38.5,16.16,804.75,0.540353936,30.96,3.231
5,38.5,16.23,801.08,0.519235452,29.75,3.245
5,38.5,16,812.42,0.463733982,26.57,3.199
5,38.5,15.65,830.15,0.463733982,26.57,3.13
5,38.5,16,812.35,0.436681379,25.02,3.199
5,38.5,15.57,834.67,0.404916386,23.2,3.114
5,38.5,15.81,822.89,0.321838714,18.44,3.162
5,38.5,16.46,790.88,0.245044227,14.04,3.291
5,38.5,16.32,797.64,0.245044227,14.04,3.264
5,38.5,15.9,818.55,0.185353967,10.62,3.18
5,38.5,15.8,823.49,0.124441976,7.13,3.161
5,38.5,16.01,812.99,0.117111593,6.71,3.202
5,38.5,15.99,813.6,0.124441976,7.13,3.199
5,38.5,15.63,832.37,0.13247049,7.59,3.126
5,38.5,16.12,806.52,0.124441976,7.13,3.225
5,38.5,16.12,806.52,0.124441976,7.13,3.225
5,38.5,15.92,817.25,0.13247049,7.59,3.183
5,38.5,15.58,834.81,0.13247049,7.59,3.116
5,38.5,15.82,822.08,0.13247049,7.59,3.164
5,38.5,15.58,834.95,0.124441976,7.13,3.116
5,38.5,15.79,824.92,0,0,3.158
5,38.5,15.28,853.01,0.062482787,3.58,3.055
5,38.5,15.53,839.3,0.062482787,3.58,3.106
5,38.5,15.03,867.15,0.066497045,3.81,3.007
5,38.5,15.05,866.19,0.13247049,7.59,3.01
5,38.5,15.05,865.98,0.13247049,7.59,3.01
5,38.5,15.31,851,0.066497045,3.81,3.062
5,38.5,15.08,863.29,0.13247049,7.59,3.017
5,38.5,15.21,855.63,0.197396738,11.31,3.043
5,38.5,15.22,855.45,0.124441976,7.13,3.043
5,38.5,14.64,887.58,0.226892803,13,2.928
5,38.5,15.04,863.76,0.260577657,14.93,3.008
5,38.5,14.56,892.35,0.367217275,21.04,2.911
5,38.5,14.59,890.46,0.432492589,24.78,2.917
5,38.5,13.99,928.79,0.528136632,30.26,2.798
5,38.5,15.29,850.13,0.588001425,33.69,3.058
5,38.5,15.26,851.52,0.551698577,31.61,3.053
5,38.5,14.42,901.46,0.588001425,33.69,2.884
5,38.5,13.91,934.31,0.685739863,39.29,2.783
5,38.5,14.92,870.89,0.737750675,42.27,2.985
5,38.5,14.87,874.15,0.737750675,42.27,2.973
5,38.5,14.55,893.36,0.833045652,47.73,2.909
5,38.5,14.19,916.13,0.837932574,48.01,2.837
5,38.5,14.22,913.73,0.837932574,48.01,2.844
5,38.5,14.31,908.27,0.941954197,53.97,2.862
5,38.5,14.01,927.64,0.941954197,53.97,2.802
5,38.5,14.77,879.63,0.965341609,55.31,2.955
5,38.5,14.78,879.49,0.982794902,56.31,2.955
5,38.5,15.19,855.47,1.01909775,58.39,3.038
5,38.5,13.74,945.8,0.982794902,56.31,2.748
5,38.5,14.67,885.65,1.076868148,61.7,2.934
5,38.5,14.59,890.85,1.076868148,61.7,2.917
5,38.5,14.43,900.17,1.076868148,61.7,2.887
5,38.5,15.06,862.88,0.982794902,56.31,3.011
5,38.5,15.54,835.97,0.965341609,55.31,3.108
5,38.5,14.45,899.04,0.927293432,53.13,2.889
5,38.5,14.72,882.57,0.941954197,53.97,2.943
5,38.5,14.66,886.06,0.927293432,53.13,2.932
5,38.5,14.26,911.04,0.927293432,53.13,2.851
5,38.5,14.87,873.75,0.833045652,47.73,2.973
5,38.5,13.83,939.03,0.885056464,50.71,2.767
5,38.5,14.17,916.79,0.837932574,48.01,2.834
5,38.5,14.54,893.32,0.737750675,42.27,2.908
5,38.5,14.97,867.51,0.737750675,42.27,2.995
5,38.5,14.97,867.51,0.737750675,42.27,2.995
5,38.5,14.31,907.73,0.685739863,39.29,2.862
5,38.5,15.41,843.14,0.60562925,34.7,3.081
5,38.5,14.44,899.55,0.628842129,36.03,2.888
5,38.5,14.59,890.47,0.493928178,28.3,2.917
5,38.5,14.67,885.3,0.551698577,31.61,2.934
5,38.5,14.55,893,0.528136632,30.26,2.909
