Beginning Data Collection for Model Comparisons...,,,,,,
aruco_approx_dist.py Test Case 5,,,,,,
marker size: 45,,,,,,
theta_fov: 1.416,,,,,,
image width: 640,,,,,,
calibrated pixel approx: d=14430m_px^-0.958,,,,,,
-----------------------------------------,,,,,,
True Dist [mm], RS Meas Dist [mm], RS Error [%], Pixel Approx Dist Theoretical [mm], Pixel Theo Error [%], Pixel Approx Dist Calib [mm], Pixel Calib Error [%]
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,293.38,-2.2071,298.29,-0.5707
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,296.09,-1.3025,300.93,0.3103
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,293.38,-2.2071,298.29,-0.5707
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,293.38,-2.2071,298.29,-0.5707
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.58,-1.8058,299.46,-0.1799
300,297,-1,293.38,-2.2071,298.29,-0.5707
300,297,-1,294.72,-1.7606,299.59,-0.1359
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,293.38,-2.2071,298.29,-0.5707
300,297,-1,294.74,-1.7531,299.61,-0.1285
300,297,-1,294.74,-1.7531,299.61,-0.1285
