Beginning Data Collection for Model Comparisons...,,,,,,
aruco_approx_dist.py Test Case 5,,,,,,
marker size: 45,,,,,,
theta_fov: 1.416,,,,,,
image width: 640,,,,,,
calibrated pixel approx: d=14430m_px^-0.958,,,,,,
-----------------------------------------,,,,,,
True Dist [mm], RS Meas Dist [mm], RS Error [%], Pixel Approx Dist Theoretical [mm], Pixel Theo Error [%], Pixel Approx Dist Calib [mm], Pixel Calib Error [%]
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,593,-1.1667,594.79,-0.8679,587.13,-2.1452
600,593,-1.1667,594.79,-0.8679,587.13,-2.1452
600,593,-1.1667,604.9,0.8159,596.68,-0.5531
600,593,-1.1667,604.7,0.7841,596.5,-0.5835
600,593,-1.1667,609.88,1.6464,601.39,0.2312
600,593,-1.1667,604.9,0.8159,596.68,-0.5531
600,593,-1.1667,599.81,-0.0321,591.87,-1.3549
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,604.9,0.8159,596.68,-0.5531
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,593,-1.1667,599.81,-0.0321,591.87,-1.3549
600,593,-1.1667,599.62,-0.0636,591.69,-1.3848
600,594,-1,604.7,0.7841,596.5,-0.5835
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,599.81,-0.0321,591.87,-1.3549
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,594.79,-0.8679,587.13,-2.1452
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,610.68,1.7792,602.14,0.357
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,610.68,1.7792,602.14,0.357
600,594,-1,610.68,1.7792,602.14,0.357
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,593,-1.1667,589.32,-1.7805,581.95,-3.0083
600,594,-1,615.95,2.659,607.13,1.1876
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,593,-1.1667,610.68,1.7792,602.14,0.357
600,594,-1,610.07,1.6787,601.57,0.2621
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,594,-1,589.32,-1.7805,581.95,-3.0083
600,594,-1,610.68,1.7792,602.14,0.357
600,594,-1,589.32,-1.7805,581.95,-3.0083
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,694,-0.8571,692.63,-1.0528,679.35,-2.9504
700,694,-0.8571,714.19,2.0269,699.59,-0.0586
700,694,-0.8571,714.19,2.0269,699.59,-0.0586
700,694,-0.8571,699.37,-0.0893,685.68,-2.0453
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,694,-0.8571,692.63,-1.0528,679.35,-2.9504
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,715.16,2.1651,700.5,0.0711
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,694,-0.8571,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,699.37,-0.0893,685.68,-2.0453
700,694,-0.8571,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,714.19,2.0269,699.59,-0.0586
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,692.63,-1.0528,679.35,-2.9504
700,693,-1,692.63,-1.0528,679.35,-2.9504
700,693,-1,714.19,2.0269,699.59,-0.0586
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,692.63,-1.0528,679.35,-2.9504
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,694,-0.8571,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,699.37,-0.0893,685.68,-2.0453
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,691,-1.2857,706.23,0.8902,692.12,-1.1255
700,691,-1.2857,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
700,693,-1,699.37,-0.0893,685.68,-2.0453
700,693,-1,706.23,0.8902,692.12,-1.1255
700,692,-1.1429,706.23,0.8902,692.12,-1.1255
700,693,-1,706.23,0.8902,692.12,-1.1255
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,828.92,3.6148,806.9,0.8628
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,788,-1.5,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,786,-1.75,827.43,3.4287,805.51,0.6893
800,786,-1.75,827.43,3.4287,805.51,0.6893
800,787,-1.625,828.92,3.6148,806.9,0.8628
800,786,-1.75,827.43,3.4287,805.51,0.6893
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,788,-1.5,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,818.13,2.2667,796.84,-0.3948
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,786,-1.75,828.92,3.6148,806.9,0.8628
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,828.92,3.6148,806.9,0.8628
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,827.43,3.4287,805.51,0.6893
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,787,-1.625,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,827.43,3.4287,805.51,0.6893
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,827.43,3.4287,805.51,0.6893
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,827.43,3.4287,805.51,0.6893
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,828.95,3.6191,806.93,0.8668
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,819.59,2.4485,798.2,-0.2251
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,786,-1.75,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,819.59,2.4485,798.2,-0.2251
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,790.07,-1.2418,770.63,-3.6708
800,785,-1.875,781.14,-2.3573,762.29,-4.7134
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,784,-2,800.12,0.0149,780.03,-2.4968
800,785,-1.875,800.12,0.0149,780.03,-2.4968
800,785,-1.875,827.43,3.4287,805.51,0.6893
800,784,-2,800.12,0.0149,780.03,-2.4968
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,933.08,3.6757,903.8,0.4227
900,890,-1.1111,933.08,3.6757,903.8,0.4227
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,893.68,-0.7019,867.2,-3.6442
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,887,-1.4444,933.08,3.6757,903.8,0.4227
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,887,-1.4444,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,890,-1.1111,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,887,-1.4444,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,945.08,5.0087,914.93,1.6592
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,890,-1.1111,945.08,5.0087,914.93,1.6592
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,933.08,3.6757,903.8,0.4227
900,889,-1.2222,919.29,2.1437,891.01,-0.9994
900,889,-1.2222,945.08,5.0087,914.93,1.6592
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1017.62,1.7619,982.09,-1.7905
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,987,-1.3,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,987,-1.3,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1064.31,6.4314,1025.23,2.5226
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1016.72,1.672,981.26,-1.8737
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,983,-1.7,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,987,-1.3,1017.62,1.7619,982.09,-1.7905
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1002.08,0.2079,967.72,-3.2278
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,984,-1.6,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1000,986,-1.4,1017.62,1.7619,982.09,-1.7905
1000,986,-1.4,1033.71,3.3712,996.97,-0.3031
1100,1087,-1.1818,1120.19,1.8358,1076.74,-2.1149
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1085,-1.3636,1139.8,3.6183,1094.79,-0.4741
1100,1085,-1.3636,1178.3,7.1179,1130.18,2.7439
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1085,-1.3636,1138.47,3.4973,1093.56,-0.5853
1100,1087,-1.1818,1139.8,3.6183,1094.79,-0.4741
1100,1087,-1.1818,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1139.8,3.6183,1094.79,-0.4741
1100,1085,-1.3636,1178.3,7.1179,1130.18,2.7439
1100,1085,-1.3636,1139.8,3.6183,1094.79,-0.4741
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1138.47,3.4973,1093.56,-0.5853
1100,1087,-1.1818,1158.78,5.3433,1112.24,1.1127
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1139.8,3.6183,1094.79,-0.4741
1100,1089,-1,1139.8,3.6183,1094.79,-0.4741
1100,1087,-1.1818,1138.47,3.4973,1093.56,-0.5853
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1178.3,7.1179,1130.18,2.7439
1100,1085,-1.3636,1139.8,3.6183,1094.79,-0.4741
1100,1087,-1.1818,1139.8,3.6183,1094.79,-0.4741
1100,1085,-1.3636,1139.8,3.6183,1094.79,-0.4741
1100,1087,-1.1818,1138.47,3.4973,1093.56,-0.5853
1100,1085,-1.3636,1120.19,1.8358,1076.74,-2.1149
1100,1087,-1.1818,1139.8,3.6183,1094.79,-0.4741
